2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding
38.2,29.29,20.38,14.1,7.83,7.13,6.43
88.92,88.32,87.71,82.28,76.85,83.94,91.02
83.86,86.42,88.98,82.41,75.84,76.74,77.63
4.33,4.92,5.51,5.52,5.54,7.91,10.28
40.18,45.26,50.33,49.4,48.46,52.49,56.52
71.89,64.95,58.01,66.49,74.98,67.92,60.85
74.12,76.46,78.8,74.96,71.12,47.54,23.97
24.99,24.98,24.96,25.96,26.97,25.47,23.97
12.0,11.38,10.76,12.67,14.58,16.01,17.44
31.36,26.71,22.06,15.63,9.2,14.53,19.86
7.13,11.16,15.19,15.46,15.73,10.42,5.12
6.08,4.9,3.72,4.63,5.54,10.2,14.86
82.84,76.67,70.49,70.25,70.01,60.27,50.54
75.96,78.96,81.95,87.62,93.28,93.82,94.37
4.78,4.49,4.2,4.61,5.03,6.72,8.4
26.52,28.91,31.3,34.22,37.15,39.98,42.81
75.96,76.28,76.6,73.3,70.01,69.3,68.59
34.8,44.1,53.39,37.94,22.48,12.38,2.29
22.03,15.88,9.74,8.5,7.26,4.22,1.18
81.12,79.26,77.4,82.64,87.87,84.68,81.48
68.64,66.44,64.25,60.26,56.26,39.44,22.63
51.29,43.01,34.73,36.82,38.9,41.56,44.21
42.38,54.12,65.87,65.06,64.25,58.94,53.63
2.32,2.46,2.61,3.1,3.6,3.09,2.58
93.35,94.21,95.07,92.24,89.4,88.44,87.49
38.2,33.79,29.39,22.56,15.73,24.92,34.12
95.16,90.96,86.76,76.89,67.02,72.32,77.63
31.36,26.71,22.06,18.9,15.73,15.88,16.04
9.36,12.8,16.24,20.94,25.63,43.24,60.85
40.18,31.12,22.06,26.09,30.12,29.61,29.09
38.2,40.89,43.58,42.92,42.25,47.24,52.23
2.8,2.18,1.56,1.59,1.62,1.25,0.89
89.78,89.38,88.98,78.64,68.29,79.66,91.02
15.79,15.49,15.19,22.66,30.12,24.99,19.86
6.08,6.14,6.21,5.88,5.54,5.33,5.12
61.76,63.0,64.25,66.27,68.29,59.41,50.54
45.88,26.46,7.04,8.12,9.2,8.8,8.4
67.53,63.69,59.85,67.84,75.84,65.39,54.93
24.99,26.31,27.63,29.82,32.0,27.98,23.97
34.8,22.78,10.76,10.92,11.08,13.56,16.04
26.52,36.93,47.34,50.88,54.41,45.06,35.71
79.59,74.46,69.34,62.8,56.26,63.95,71.64
90.83,87.02,83.22,80.04,76.85,79.16,81.48
27.98,33.06,38.14,48.01,57.88,45.17,32.46
86.85,84.4,81.95,84.71,87.46,84.0,80.55
40.18,58.79,77.4,70.82,64.25,60.38,56.52
9.36,10.06,10.76,11.43,12.1,11.74,11.39
3.88,3.53,3.18,3.2,3.22,3.7,4.17
55.78,62.56,69.34,68.82,68.29,71.08,73.87
92.87,90.68,88.48,84.37,80.26,83.88,87.49
81.12,80.42,79.72,78.29,76.85,75.36,73.87
31.36,34.75,38.14,40.2,42.25,40.8,39.34
57.15,52.96,48.77,41.29,33.81,33.14,32.46
34.8,38.33,41.87,51.93,61.99,51.5,41.02
91.37,91.94,92.52,91.74,90.96,86.22,81.48
78.83,80.18,81.53,76.89,72.24,65.18,58.12
4.33,4.65,4.97,4.41,3.85,7.62,11.39
85.23,87.1,88.98,87.92,86.85,89.86,92.87
95.38,95.54,95.7,94.74,93.79,92.82,91.85
93.54,91.26,88.98,59.55,30.12,47.11,64.1
93.7,93.84,93.98,94.49,95.0,94.78,94.56
22.03,22.72,23.4,21.56,19.71,23.62,27.53
52.98,56.42,59.85,58.06,56.26,60.91,65.56
27.98,48.02,68.07,73.0,77.94,77.33,76.73
98.47,98.55,98.63,98.62,98.6,98.46,98.31
99.2,99.08,98.95,99.03,99.11,99.11,99.11
54.6,44.66,34.73,46.9,59.06,57.79,56.52
74.12,66.06,58.01,44.06,30.12,45.49,60.85
98.41,96.58,94.75,92.49,90.23,89.2,88.16
85.23,86.85,88.48,82.66,76.85,79.16,81.48
97.04,97.86,98.69,97.76,96.82,96.58,96.34
80.32,79.33,78.35,81.44,84.53,83.62,82.72
86.85,88.89,90.93,88.62,86.31,81.52,76.73
94.46,95.0,95.54,89.51,83.48,84.76,86.03
71.89,82.51,93.12,90.76,88.41,91.64,94.88
98.03,97.72,97.42,96.5,95.57,95.06,94.56
42.38,33.67,24.96,21.78,18.59,23.06,27.53
64.34,49.54,34.73,28.61,22.48,16.93,11.39
98.66,98.34,98.03,97.87,97.71,97.96,98.22
85.23,85.66,86.09,89.35,92.61,92.74,92.87
95.86,95.97,96.08,96.13,96.18,96.26,96.34
85.23,88.88,92.52,94.34,96.15,91.09,86.03
98.76,98.88,99.01,99.01,99.01,98.98,98.95
4.78,5.91,7.04,14.76,22.48,17.53,12.57
92.52,93.14,93.76,93.9,94.05,94.3,94.56
40.18,63.69,87.2,84.6,82.01,79.01,76.0
98.73,98.62,98.5,98.68,98.85,98.68,98.5
96.72,96.56,96.4,96.98,97.55,96.94,96.34
45.88,48.9,51.93,59.48,67.02,69.33,71.64
87.3,75.77,64.25,63.74,63.23,69.28,75.33
52.98,55.5,58.01,61.83,65.65,55.85,46.05
17.13,18.1,19.07,20.78,22.48,26.52,30.55
91.37,87.56,83.76,82.88,82.01,68.47,54.93
62.97,75.34,87.71,86.71,85.71,74.2,62.7
94.05,93.02,91.98,88.64,85.29,79.58,73.87
23.62,25.62,27.63,41.02,54.41,53.32,52.23
52.98,54.72,56.45,41.71,26.97,21.5,16.04
29.74,29.56,29.39,29.76,30.12,28.82,27.53
75.96,75.36,74.75,61.6,48.46,42.08,35.71
68.64,67.84,67.05,64.52,61.99,65.74,69.48
36.52,32.07,27.63,28.04,28.46,31.29,34.12
71.06,77.14,83.22,83.03,82.84,77.88,72.92
71.06,71.95,72.84,73.11,73.38,69.47,65.56
8.44,14.41,20.38,20.76,21.14,27.63,34.12
47.63,47.48,47.34,44.79,42.25,49.38,56.52
51.29,43.78,36.26,27.42,18.59,23.06,27.53
0.7,1.66,2.61,2.23,1.85,2.58,3.31
45.88,44.73,43.58,37.79,32.0,35.67,39.34
65.97,65.11,64.25,66.27,68.29,64.57,60.85
18.08,21.52,24.96,21.03,17.1,17.27,17.44
32.73,31.06,29.39,27.51,25.63,27.36,29.09
88.03,88.5,88.98,89.97,90.96,92.12,93.28
42.38,43.88,45.37,44.86,44.35,40.03,35.71
55.78,50.57,45.37,32.54,19.71,21.84,23.97
7.7,10.87,14.04,18.26,22.48,27.47,32.46
47.63,49.78,51.93,52.43,52.94,45.34,37.75
10.16,9.01,7.86,5.54,3.22,4.82,6.43
19.33,19.2,19.07,17.4,15.73,17.79,19.86
45.88,37.64,29.39,28.92,28.46,29.51,30.55
64.34,62.1,59.85,60.92,61.99,66.82,71.64
22.03,32.8,43.58,39.65,35.72,30.74,25.75
45.88,47.32,48.77,46.56,44.35,44.28,44.21
19.33,22.14,24.96,24.58,24.2,29.16,34.12
34.8,33.05,31.3,31.65,32.0,27.98,23.97
40.18,45.26,50.33,48.55,46.77,33.32,19.86
32.73,33.73,34.73,35.22,35.72,35.71,35.71
73.0,72.92,72.84,72.54,72.24,73.78,75.33
36.52,29.96,23.4,25.18,26.97,28.03,29.09
34.8,36.47,38.14,36.93,35.72,36.74,37.75
27.98,22.76,17.54,9.44,1.34,2.14,2.93
81.12,80.42,79.72,75.98,72.24,71.94,71.64
65.97,68.9,71.82,71.47,71.12,72.5,73.87
81.12,79.26,77.4,80.12,82.84,86.93,91.02
45.88,43.88,41.87,43.11,44.35,45.2,46.05
78.83,85.4,91.98,92.18,92.39,87.92,83.45
55.78,44.38,32.98,35.07,37.15,46.04,54.93
94.46,95.34,96.21,95.48,94.75,90.39,86.03
93.09,91.66,90.23,89.05,87.87,80.87,73.87
91.37,91.5,91.63,85.6,79.56,76.24,72.92
96.85,96.93,97.01,96.37,95.73,95.44,95.16
91.09,87.9,84.72,82.14,79.56,78.96,78.36
88.38,86.31,84.24,83.12,82.01,80.18,78.36
40.18,47.57,54.95,41.71,28.46,16.79,5.12
87.71,84.21,80.71,81.36,82.01,83.02,84.02
88.92,83.16,77.4,77.67,77.94,72.56,67.19
64.34,70.1,75.87,78.67,81.47,78.74,76.0
65.97,65.92,65.87,74.9,83.92,83.32,82.72
84.59,81.7,78.8,68.34,57.88,40.25,22.63
60.17,69.26,78.35,81.82,85.29,82.92,80.55
67.53,75.65,83.76,60.46,37.15,54.4,71.64
86.85,85.78,84.72,81.69,78.67,80.46,82.24
82.23,82.72,83.22,80.58,77.94,83.05,88.16
7.7,10.15,12.61,14.86,17.1,28.22,39.34
87.71,88.1,88.48,90.23,91.98,92.92,93.86
78.83,75.84,72.84,76.2,79.56,80.52,81.48
88.03,89.34,90.64,92.62,94.59,92.34,90.1
92.87,93.49,94.11,93.95,93.79,93.95,94.11
97.04,97.23,97.42,97.61,97.8,97.66,97.52
60.17,61.57,62.97,68.18,73.38,76.3,79.22
73.0,74.8,76.6,76.22,75.84,74.86,73.87
90.83,89.5,88.16,87.24,86.31,82.76,79.22
82.84,84.46,86.09,88.52,90.96,87.82,84.69
96.94,94.86,92.77,89.54,86.31,77.45,68.59
85.23,89.67,94.11,95.78,97.45,96.5,95.54
67.53,72.06,76.6,78.43,80.26,80.08,79.89
32.73,40.75,48.77,55.38,61.99,63.78,65.56
29.74,37.56,45.37,38.68,32.0,18.08,4.17
74.12,78.67,83.22,84.46,85.71,78.23,70.75
95.38,95.96,96.53,95.88,95.22,96.32,97.42
24.99,40.72,56.45,46.8,37.15,52.87,68.59
45.88,35.42,24.96,42.69,60.43,52.32,44.21
49.32,59.33,69.34,70.23,71.12,78.24,85.36
47.63,52.82,58.01,57.14,56.26,64.59,72.92
24.99,19.52,14.04,16.32,18.59,23.84,29.09
81.12,83.6,86.09,84.05,82.01,83.35,84.69
87.3,88.38,89.46,88.66,87.87,90.22,92.58
83.86,70.93,58.01,52.39,46.77,37.93,29.09
88.03,84.37,80.71,82.32,83.92,86.04,88.16
81.12,79.26,77.4,80.12,82.84,82.16,81.48
74.12,70.58,67.05,71.95,76.85,67.48,58.12
52.98,65.89,78.8,78.74,78.67,79.61,80.55
77.17,77.98,78.8,63.63,48.46,46.34,44.21
47.63,55.94,64.25,71.1,77.94,85.72,93.51
89.49,91.0,92.52,92.78,93.03,89.2,85.36
92.52,94.52,96.53,97.3,98.06,98.36,98.66
86.85,85.04,83.22,79.53,75.84,68.34,60.85
8.44,10.52,12.61,37.92,63.23,78.67,94.11
80.32,82.28,84.24,86.32,88.41,86.88,85.36
96.02,94.57,93.12,91.68,90.23,88.86,87.49
9.36,11.7,14.04,20.51,26.97,28.03,29.09
80.32,81.14,81.95,84.91,87.87,83.12,78.36
49.32,45.6,41.87,47.4,52.94,53.94,54.93
24.99,24.2,23.4,17.75,12.1,15.98,19.86
47.63,48.2,48.77,47.77,46.77,47.2,47.64
32.73,29.52,26.3,31.72,37.15,36.43,35.71
27.98,22.11,16.24,15.98,15.73,12.56,9.39
12.0,10.36,8.72,11.0,13.28,12.92,12.57
54.6,48.24,41.87,38.8,35.72,29.18,22.63
85.86,86.53,87.2,88.06,88.92,87.96,87.01
14.65,19.02,23.4,30.28,37.15,30.56,23.97
73.0,71.74,70.49,64.78,59.06,65.35,71.64
79.59,77.73,75.87,74.06,72.24,76.4,80.55
22.03,29.14,36.26,37.58,38.9,43.27,47.64
26.52,19.13,11.75,14.42,17.1,19.21,21.32
81.12,78.5,75.87,74.06,72.24,70.86,69.48
27.98,27.81,27.63,30.72,33.81,34.76,35.71
57.15,56.05,54.95,56.41,57.88,60.99,64.1
17.13,23.26,29.39,33.27,37.15,36.43,35.71
47.63,46.5,45.37,51.62,57.88,56.4,54.93
52.98,48.28,43.58,37.79,32.0,33.06,34.12
22.03,29.14,36.26,41.52,46.77,54.74,62.7
22.03,23.49,24.96,23.72,22.48,30.12,37.75
62.97,65.01,67.05,69.08,71.12,76.92,82.72
31.36,29.49,27.63,23.11,18.59,16.1,13.62
64.34,62.94,61.54,59.71,57.88,53.56,49.24
49.32,54.59,59.85,60.14,60.43,49.89,39.34
20.73,19.14,17.54,18.07,18.59,19.96,21.32
19.33,15.97,12.61,12.35,12.1,12.86,13.62
57.15,62.1,67.05,65.14,63.23,56.24,49.24
18.08,22.19,26.3,30.06,33.81,30.67,27.53
42.38,42.12,41.87,46.64,51.42,59.31,67.19
18.08,22.85,27.63,34.22,40.82,41.82,42.81
64.34,61.18,58.01,57.14,56.26,50.24,44.21
36.52,39.2,41.87,42.06,42.25,46.4,50.54
61.76,63.82,65.87,61.06,56.26,60.18,64.1
32.73,34.49,36.26,35.99,35.72,39.97,44.21
44.51,50.48,56.45,51.61,46.77,56.16,65.56
7.13,9.87,12.61,18.4,24.2,28.33,32.46
65.97,79.12,92.26,93.16,94.05,93.96,93.86
97.84,97.68,97.52,97.54,97.55,97.42,97.29
65.97,69.93,73.89,73.06,72.24,70.86,69.48
12.0,13.02,14.04,12.13,10.22,12.54,14.86
32.73,27.39,22.06,19.58,17.1,17.83,18.56
22.03,19.13,16.24,18.69,21.14,22.56,23.97
12.0,16.19,20.38,17.48,14.58,14.1,13.62
44.51,44.04,43.58,47.5,51.42,38.58,25.75
14.65,15.44,16.24,16.67,17.1,18.48,19.86
18.08,17.16,16.24,15.41,14.58,14.72,14.86
40.18,38.22,36.26,43.84,51.42,47.11,42.81
49.32,50.62,51.93,53.17,54.41,48.61,42.81
74.12,72.3,70.49,69.39,68.29,64.57,60.85
49.32,49.82,50.33,47.34,44.35,51.24,58.12
47.63,50.51,53.39,53.16,52.94,55.53,58.12
36.52,40.05,43.58,43.96,44.35,37.45,30.55
15.79,12.76,9.74,9.47,9.2,10.3,11.39
44.51,45.92,47.34,44.08,40.82,43.44,46.05
49.32,45.6,41.87,48.14,54.41,43.44,32.46
26.52,27.96,29.39,33.27,37.15,33.85,30.55
55.78,54.58,53.39,54.82,56.26,51.95,47.64
60.17,58.31,56.45,50.4,44.35,51.24,58.12
27.98,30.48,32.98,37.61,42.25,41.64,41.02
84.59,84.65,84.72,85.78,86.85,84.16,81.48
29.74,25.06,20.38,18.06,15.73,19.85,23.97
27.98,33.92,39.86,39.38,38.9,30.76,22.63
40.18,40.02,39.86,31.17,22.48,18.05,13.62
20.73,19.9,19.07,18.83,18.59,16.1,13.62
22.03,21.2,20.38,19.49,18.59,18.02,17.44
27.98,37.66,47.34,43.12,38.9,33.22,27.53
42.38,39.32,36.26,38.54,40.82,45.68,50.54
54.6,51.68,48.77,47.77,46.77,51.65,56.52
62.97,58.96,54.95,48.6,42.25,43.23,44.21
22.03,22.04,22.06,27.03,32.0,39.82,47.64
10.16,9.95,9.74,9.14,8.53,11.08,13.62
9.36,12.28,15.19,16.14,17.1,19.86,22.63
12.0,12.3,12.61,11.84,11.08,11.82,12.57
6.08,9.35,12.61,9.93,7.26,5.28,3.31
0.35,1.48,2.61,5.22,7.83,5.06,2.29
36.52,31.41,26.3,28.21,30.12,37.17,44.21
2.55,2.58,2.61,2.04,1.46,4.32,7.19
31.36,23.8,16.24,16.67,17.1,38.26,59.42
27.98,30.48,32.98,59.35,85.71,51.58,17.44
26.52,23.45,20.38,26.19,32.0,33.06,34.12
1.05,1.16,1.27,3.78,6.3,7.84,9.39
18.08,19.23,20.38,20.76,21.14,21.23,21.32
65.97,61.21,56.45,34.28,12.1,15.33,18.56
4.33,10.28,16.24,16.67,17.1,15.98,14.86
5.48,3.94,2.39,5.46,8.53,7.18,5.82
36.52,28.45,20.38,23.68,26.97,27.25,27.53
0.25,0.43,0.6,1.03,1.46,1.48,1.5
15.79,12.26,8.72,6.88,5.03,4.17,3.31
2.04,1.91,1.78,3.4,5.03,14.5,23.97
12.0,12.3,12.61,16.16,19.71,19.78,19.86
69.79,63.9,58.01,47.58,37.15,33.12,29.09
62.97,50.56,38.14,22.22,6.3,5.4,4.49
-29.578653,-28.663553,-27.748941,-29.109692,-30.46408,-29.295023,-28.113102
-6.3449116,-5.9947224,-5.655101,-5.243596,-4.828063,-3.3203335,-1.7990036
-17.220806,-15.991229,-14.725925,-13.791116,-12.846347,-12.399636,-11.919563
-12.251878,-10.327456,-8.461268,-5.1137633,-1.7599784,-0.56409365,0.65032476
-40.807804,-40.87164,-40.91042,-41.613926,-42.30167,-44.15217,-45.945366
-50.70512,-51.38303,-52.055508,-52.679672,-53.298145,-52.736572,-52.153107
48.284344,48.83753,49.403835,50.26332,51.135372,50.345715,49.608383
60.58814,60.9624,61.320137,61.282604,61.25794,59.027412,56.84077
28.26388,27.66213,27.011116,27.3346,27.66068,26.777922,25.912468
11.496781,11.961569,12.412825,13.041933,13.65968,14.532065,15.364967
10.730748,10.522343,10.364628,10.378136,10.404387,11.003937,11.650041
-12.049482,-11.4389305,-10.86199,-10.148983,-9.436668,-10.722916,-12.006861
20.307665,20.736738,21.122953,21.993217,22.878592,22.415888,22.006062
-64.26134,-66.71039,-69.14454,-69.77266,-70.41124,-69.57112,-68.77629
36.44629,38.96254,41.52417,42.866684,44.209515,43.873287,43.54869
-37.516926,-36.79414,-36.02226,-35.71223,-35.398876,-34.77424,-34.13997
-27.523073,-28.775696,-30.014723,-29.94123,-29.86507,-29.979815,-30.085506
9.220137,9.138012,9.0870285,8.687068,8.284285,10.1633,12.028068
21.083418,22.905718,24.709896,23.246399,21.789454,20.398472,19.041464
6.4706473,8.159527,9.79257,8.131613,6.4574285,4.8071213,3.1075215
-3.5881588,-3.7444785,-3.8947303,-4.5574894,-5.237123,-6.5315924,-7.8854485
3.7488246,4.217834,4.690573,4.83697,4.9988065,3.9668565,2.9849343
-60.910675,-62.181435,-63.43901,-62.207954,-60.977642,-59.1168,-57.252636
28.286394,27.72416,27.192007,25.86941,24.544672,24.019793,23.490252
6.701866,6.8739824,6.982374,8.443412,9.913681,11.148184,12.4134245
-15.478908,-15.989979,-16.432732,-16.281689,-16.14372,-17.523262,-18.952938
-22.153662,-21.340925,-20.514147,-18.795576,-17.078884,-18.661476,-20.256588
-69.39024,-69.92728,-70.44066,-71.302734,-72.16165,-69.61047,-67.0504
-44.92257,-44.563087,-44.22886,-41.94743,-39.655846,-38.236423,-36.78785
8.261349,7.884009,7.5352645,5.7291894,3.9167256,1.6879592,-0.564899
22.27706,22.70569,23.151278,25.471525,27.809803,27.31637,26.89345
23.685194,24.224997,24.8327,23.858095,22.89686,21.836693,20.8277
-14.061277,-16.15552,-18.241842,-19.753733,-21.271101,-21.924139,-22.598099
42.527336,42.096897,41.730053,43.051487,44.38859,45.018246,45.70924
-51.22221,-51.328022,-51.459476,-51.393505,-51.33324,-51.035213,-50.756073
43.695057,44.706364,45.78473,47.115707,48.459976,46.69376,44.98379
51.76877,52.356052,52.88438,51.26785,49.63993,49.172916,48.664955
35.535816,36.27446,36.9966,35.63096,34.254944,33.16313,32.038372
-49.842335,-49.333656,-48.84094,-48.990982,-49.146683,-47.080048,-45.035515
29.962572,31.223751,32.460445,34.24381,36.033768,38.630753,41.250786
-26.231976,-27.855843,-29.54651,-28.203218,-26.848015,-26.185804,-25.48136
-59.56668,-60.50979,-61.47505,-59.833996,-58.19585,-56.93219,-55.677925
2.56627,2.5140412,2.5169928,0.14147493,-2.2379253,-2.0469234,-1.8758581
57.101677,57.710262,58.35801,58.065323,57.766754,58.42549,59.061962
-37.12313,-36.20411,-35.288975,-31.920076,-28.532476,-28.2858,-27.972822
-86.20183,-86.27536,-86.39542,-86.54125,-86.7065,-88.034355,-89.433174
74.17135,74.81577,75.40553,74.224945,73.026245,73.21906,73.344795
17.278675,16.990524,16.65364,14.151264,11.665288,9.709366,7.814751
-1.5045964,-0.658835,0.22392124,2.7381043,5.262877,5.9329686,6.6393538
16.429123,17.150301,17.805508,18.28835,18.780394,19.95964,21.173586
31.413132,32.256947,33.096478,33.504654,33.911297,34.652767,35.390945
-56.043404,-54.827427,-53.556583,-53.963985,-54.37408,-54.041103,-53.719616
-83.70738,-84.28997,-84.891266,-81.822205,-78.76214,-77.26024,-75.795
9.956713,9.452682,9.0026865,7.5392365,6.093071,4.68476,3.345318
-45.22787,-45.902294,-46.558075,-47.638172,-48.719482,-49.768044,-50.81522
-19.149195,-19.465914,-19.809628,-20.171928,-20.523504,-19.308903,-18.061905
16.209179,15.427927,14.643955,15.233807,15.806635,16.080128,16.281647
25.742937,25.25731,24.769476,25.156582,25.558035,28.187624,30.870642
15.353956,16.34034,17.270557,16.636522,16.015612,14.781721,13.592543
-87.66862,-89.13799,-90.618645,-88.68926,-86.75695,-83.78652,-80.80371
-29.596956,-30.062386,-30.55864,-28.474434,-26.403563,-24.85364,-23.357758
25.336973,25.94398,26.51998,26.077719,25.625164,27.335909,29.002964
37.506977,37.214905,36.897823,36.782192,36.681004,35.504337,34.376602
49.397434,49.890377,50.32303,49.335213,48.32827,47.06873,45.738068
-130.07518,-132.27747,-134.50436,-133.06947,-131.6429,-129.68642,-127.76154
59.839783,60.193695,60.60281,60.84739,61.076637,62.1074,63.075123
54.129776,54.817024,55.50049,54.684544,53.87399,54.287495,54.721165
-69.45729,-68.48993,-67.52448,-66.42076,-65.303215,-64.81338,-64.27472
38.721252,39.680557,40.65262,40.0663,39.48001,41.220215,42.958923
60.68534,62.063976,63.45557,64.065445,64.67109,63.126358,61.571484
2.181263,2.4631329,2.7714286,2.3109336,1.8368921,1.446796,1.0030651
23.224628,22.719543,22.175661,22.0913,22.008785,20.310726,18.621748
-29.140156,-27.716003,-26.317581,-27.018497,-27.71305,-29.027508,-30.321815
0.42055866,0.5831558,0.73800296,-0.1623495,-1.0676949,0.6204731,2.286812
0.2401866,0.29610053,0.32192698,0.657793,1.0038241,0.87116617,0.7804031
-4.3200374,-4.239095,-4.2169833,-3.979587,-3.7342086,-2.9485373,-2.1389709
-67.84708,-67.94524,-68.04043,-67.41888,-66.799225,-67.89641,-69.00157
-33.79132,-33.745358,-33.685635,-35.924503,-38.160378,-39.83322,-41.499897
-57.231064,-56.973183,-56.75281,-56.325756,-55.901222,-55.603767,-55.312996
6.7566795,7.0694323,7.3158216,6.09058,4.8839054,4.798458,4.7824945
-6.9417,-6.672266,-6.3331833,-8.117678,-9.890955,-9.748598,-9.569071
43.442028,44.58069,45.76658,46.06601,46.36389,45.594193,44.823906
13.317584,14.399262,15.447267,16.288483,17.119448,18.04761,18.93656
11.916515,11.788049,11.710475,12.030456,12.363086,13.085036,13.855126
-69.60254,-71.415405,-73.282166,-72.20334,-71.12819,-70.389984,-69.66367
-49.350925,-48.793774,-48.28811,-47.453777,-46.61824,-46.868607,-47.11688
-37.15316,-37.229782,-37.243923,-37.21089,-37.18386,-34.584625,-32.01042
-64.836044,-64.40523,-64.039314,-64.55885,-65.077286,-64.26987,-63.46146
29.6714,30.025728,30.407938,31.11612,31.841116,32.156982,32.533703
4.3591337,2.6673353,1.0046718,1.9993856,3.0138862,2.8393762,2.7358491
12.158107,12.761937,13.30491,12.44993,11.597891,11.257605,10.927208
57.848076,57.405594,56.90836,55.919537,54.928974,53.66676,52.39629
9.595417,10.4289055,11.276036,10.475603,9.677483,7.8433466,6.0073366
-54.717896,-55.261723,-55.764416,-56.61911,-57.458076,-58.033432,-58.5505
-55.868652,-55.13934,-54.40915,-54.2867,-54.147217,-54.033695,-53.85992
59.0804,59.029377,59.024975,58.270554,57.51794,57.289204,57.05717
39.44859,40.435863,41.360302,39.6906,38.02319,36.86887,35.714386
-2.9370508,-3.0016484,-3.0653977,-2.144279,-1.2044764,-2.217339,-3.1611886
-64.16496,-64.75965,-65.30661,-64.628914,-63.963917,-63.28619,-62.65557
40.942192,41.52792,42.183926,39.16061,36.13055,33.462315,30.770094
-8.248507,-8.103734,-7.882021,-6.633072,-5.3752747,-4.5486016,-3.6894932
-18.809635,-19.144434,-19.492928,-19.457975,-19.42502,-17.713137,-16.018696
0.16605465,-0.9011565,-2.0359755,-3.4346066,-4.822591,-8.028761,-11.197856
-19.953682,-19.706524,-19.398546,-18.403118,-17.42538,-16.357225,-15.357613
-31.22765,-32.908485,-34.546246,-34.71101,-34.875313,-36.247852,-37.61446
-137.08345,-139.29172,-141.4756,-140.82439,-140.16689,-139.47871,-138.76808
84.65204,85.44844,86.295616,84.81377,83.33166,83.10748,82.88102
-6.1097236,-6.1436043,-6.128332,-5.2003794,-4.2750297,-2.8698149,-1.4725977
10.603561,10.690385,10.771516,9.017169,7.265449,6.886374,6.518824
-75.54336,-76.69633,-77.855675,-79.299965,-80.75896,-82.14153,-83.58492
69.20645,69.71631,70.18099,68.46623,66.73618,66.6448,66.49644
16.370342,16.041656,15.743391,15.395366,15.050253,15.070164,15.0999775
16.087175,15.700505,15.249478,14.648311,14.055145,14.708386,15.391785
-71.117256,-72.02812,-72.8805,-71.59983,-70.32211,-68.07192,-65.83764
-23.300236,-24.716906,-26.076334,-26.764624,-27.432344,-28.311419,-29.117476
4.0386734,3.6957889,3.3959985,4.3607183,5.326057,5.7927556,6.2606854
16.70864,16.905165,17.100752,15.135216,13.16657,10.939644,8.700873
124.534294,126.36904,128.25903,127.32393,126.40312,122.405174,118.46079
11.916769,13.501759,15.148079,16.881348,18.628952,19.237686,19.894827
-62.629383,-63.725407,-64.794266,-65.32974,-65.87535,-64.935974,-64.03639
66.344505,66.57585,66.819855,66.079025,65.35583,64.686195,64.082924
58.676136,58.657063,58.610523,58.169647,57.742794,57.4625,57.242714
-43.97347,-44.415337,-44.82779,-45.583076,-46.330315,-46.691914,-47.024635
-48.22447,-46.99049,-45.809395,-45.658382,-45.50671,-44.754265,-44.00045
-72.59798,-72.23321,-71.83292,-70.03466,-68.24035,-67.50102,-66.781075
-80.336365,-80.33031,-80.32109,-80.166,-80.012024,-78.91194,-77.817245
24.218924,24.373219,24.486168,24.531528,24.586143,25.293812,26.040934
-71.66002,-73.12063,-74.645676,-73.89263,-73.1409,-71.910995,-70.692
-51.316513,-50.959682,-50.579506,-50.34699,-50.110916,-50.114216,-50.100136
-19.9917,-19.781519,-19.615675,-19.66471,-19.717228,-19.800024,-19.898005
-91.44468,-90.9759,-90.46378,-90.82874,-91.212326,-88.8754,-86.60554
-16.508364,-15.855868,-15.153124,-13.135068,-11.104991,-7.857884,-4.563804
-38.53038,-39.51696,-40.47998,-40.532852,-40.581703,-39.47578,-38.352333
73.17657,72.296455,71.47846,73.02625,74.5796,75.99952,77.43914
-19.41146,-19.918943,-20.37044,-20.154053,-19.931856,-19.254787,-18.556837
-2.611783,-1.4554625,-0.32847312,-0.17324163,-0.034663215,1.1161051,2.201642
47.187683,47.154617,47.155422,46.445637,45.721424,45.806286,45.835903
-1.4611055,-0.963158,-0.47386158,-0.50752676,-0.53982675,-1.0042161,-1.4608201
-15.750856,-15.447601,-15.082953,-14.465464,-13.840515,-12.176899,-10.482149
-45.97264,-45.743492,-45.547554,-46.25107,-46.95125,-46.770447,-46.581757
51.34568,51.932297,52.494476,52.71068,52.929512,51.59157,50.258175
70.407074,72.06719,73.679054,73.01932,72.359634,71.926544,71.49745
3.2322593,4.6530733,6.001216,6.3722305,6.7566056,6.5596566,6.41016
97.92552,98.961,100.00139,100.047714,100.094215,99.82679,99.56068
62.449657,63.250797,64.083046,61.837757,59.580685,58.22977,56.836575
-40.832893,-41.724464,-42.56417,-41.03977,-39.529343,-37.557827,-35.63991
28.20992,29.873323,31.542065,28.643223,25.727947,25.745676,25.710245
19.697823,18.62014,17.580517,19.222761,20.877098,22.410141,23.981966
59.20171,59.202244,59.137135,58.38888,57.65749,56.0393,54.49161
10.190615,10.880169,11.536011,12.070271,12.612201,14.270488,15.960422
