2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
54.09,47.52,40.94,37.9,34.87,34.05,33.23
57.59,56.56,55.52,53.62,51.72,56.58,61.43
69.02,72.32,75.61,72.65,69.68,66.24,62.79
58.8,64.58,70.36,71.34,72.32,71.91,71.51
83.92,68.24,52.56,49.74,46.91,54.85,62.79
33.43,38.56,43.68,44.29,44.9,53.16,61.43
57.59,59.82,62.05,62.9,63.76,59.81,55.86
41.39,58.5,75.61,82.55,89.49,89.66,89.82
68.04,68.7,69.37,68.84,68.31,71.9,75.49
56.45,60.56,64.66,74.04,83.41,87.0,90.58
79.05,77.88,76.7,74.51,72.32,71.24,70.15
60.74,71.24,81.73,86.74,91.75,95.06,98.38
91.72,94.65,97.58,97.85,98.12,98.24,98.35
47.06,31.4,15.73,14.71,13.69,20.45,27.21
35.5,40.83,46.16,47.46,48.76,56.59,64.42
98.82,98.63,98.44,98.56,98.69,97.72,96.75
67.34,78.61,89.88,87.04,84.2,91.45,98.7
69.91,57.46,45.02,43.34,41.66,38.52,35.39
71.89,71.76,71.63,74.76,77.9,80.87,83.83
55.21,71.6,88.0,90.26,92.52,95.01,97.49
41.39,39.65,37.92,40.48,43.03,60.54,78.04
35.5,50.08,64.66,67.17,69.68,69.2,68.71
69.02,64.9,60.78,53.84,46.91,64.29,81.67
42.73,44.44,46.16,60.48,74.81,82.32,89.82
58.8,54.98,51.16,31.81,12.45,18.11,23.77
36.55,46.77,56.99,63.33,69.68,67.92,66.17
54.09,42.14,30.18,29.71,29.24,24.64,20.05
57.59,59.18,60.78,66.55,72.32,68.37,64.42
34.54,39.11,43.68,52.88,62.07,63.24,64.42
24.86,41.5,58.13,59.22,60.32,69.18,78.04
58.8,55.68,52.56,61.74,70.92,68.54,66.17
65.46,79.85,94.24,95.96,97.68,98.43,99.17
88.19,91.64,95.1,93.16,91.21,95.27,99.33
17.06,27.49,37.92,47.3,56.69,60.56,64.42
42.73,40.33,37.92,38.86,39.81,32.62,25.43
64.02,75.04,86.06,72.3,58.54,36.26,13.97
22.86,31.9,40.94,49.74,58.54,67.02,75.49
77.3,70.46,63.61,64.53,65.45,75.15,84.85
88.98,93.62,98.25,98.78,99.3,99.2,99.11
24.86,32.25,39.64,53.97,68.31,73.18,78.04
52.88,65.2,77.52,79.51,81.5,88.57,95.64
93.0,93.54,94.08,90.68,87.29,80.1,72.92
64.02,63.04,62.05,66.48,70.92,80.54,90.17
22.03,26.8,31.58,37.3,43.03,55.87,68.71
7.04,12.29,17.54,27.96,38.38,31.07,23.77
33.43,51.9,70.36,79.92,89.49,87.96,86.44
28.84,31.53,34.22,34.54,34.87,58.27,81.67
45.62,53.84,62.05,73.37,84.68,88.95,93.22
12.13,10.15,8.18,12.14,16.11,20.77,25.43
28.84,45.44,62.05,71.78,81.5,81.1,80.71
38.81,48.47,58.13,63.22,68.31,75.42,82.53
80.58,75.47,70.36,76.34,82.32,69.09,55.86
81.76,84.59,87.42,90.14,92.87,94.42,95.96
45.62,67.08,88.54,91.0,93.47,94.33,95.19
49.38,63.45,77.52,80.86,84.2,90.08,95.96
41.39,54.76,68.13,67.55,66.97,60.41,53.85
71.89,71.76,71.63,68.54,65.45,75.94,86.44
40.08,51.07,62.05,72.73,83.41,74.79,66.17
63.01,72.05,81.09,81.3,81.5,65.53,49.55
93.7,91.44,89.18,92.32,95.45,96.7,97.96
45.62,58.63,71.63,72.55,73.47,81.39,89.31
83.92,57.05,30.18,42.5,54.81,45.1,35.39
65.46,63.12,60.78,51.9,43.03,47.38,51.72
49.38,71.58,93.79,95.73,97.68,97.72,97.77
75.68,78.38,81.09,79.5,77.9,72.04,66.17
57.59,56.56,55.52,56.1,56.69,61.43,66.17
33.43,31.8,30.18,22.51,14.84,14.4,13.97
41.39,45.48,49.57,42.96,36.34,33.49,30.65
34.54,31.46,28.37,23.3,18.22,15.56,12.89
12.13,12.02,11.91,8.58,5.25,5.92,6.59
70.77,56.59,42.41,42.04,41.66,52.22,62.79
7.48,6.52,5.57,5.65,5.73,6.54,7.35
31.01,23.9,16.78,16.44,16.11,13.66,11.2
22.03,19.4,16.78,14.62,12.45,13.77,15.09
28.02,22.78,17.54,17.35,17.17,15.57,13.97
34.54,32.36,30.18,23.68,17.17,14.18,11.2
19.33,19.1,18.88,16.28,13.69,11.94,10.18
36.55,29.54,22.54,25.89,29.24,31.24,33.23
41.39,39.08,36.77,30.66,24.55,23.26,21.96
48.2,45.94,43.68,35.57,27.45,29.05,30.65
26.81,29.2,31.58,25.52,19.46,19.76,20.05
21.11,21.82,22.54,21.54,20.54,24.58,28.61
38.81,49.8,60.78,60.55,60.32,62.37,64.42
31.01,25.79,20.57,20.56,20.54,22.16,23.77
68.04,75.7,83.35,76.52,69.68,59.61,49.55
14.23,15.88,17.54,15.62,13.69,14.39,15.09
13.59,10.57,7.55,6.64,5.73,12.11,18.49
33.43,29.22,25.02,17.68,10.35,12.72,15.09
13.59,15.57,17.54,16.19,14.84,10.72,6.59
65.46,60.49,55.52,66.39,77.26,69.34,61.43
22.86,27.92,32.98,37.32,41.66,48.76,55.86
28.84,25.26,21.68,21.11,20.54,19.52,18.49
60.74,48.03,35.31,27.92,20.54,23.88,27.21
73.96,73.83,73.7,72.31,70.92,73.21,75.49
19.33,19.95,20.57,15.9,11.24,8.74,6.24
20.25,21.4,22.54,23.54,24.55,23.26,21.96
11.56,9.56,7.55,6.64,5.73,5.3,4.87
42.73,49.12,55.52,65.68,75.83,61.62,47.42
31.01,27.35,23.69,23.52,23.34,25.98,28.61
28.84,25.69,22.54,17.5,12.45,10.82,9.2
32.22,27.38,22.54,19.86,17.17,16.13,15.09
57.59,51.88,46.16,42.27,38.38,38.75,39.12
50.72,46.56,42.41,43.66,44.9,40.14,35.39
96.47,93.35,90.23,73.46,56.69,76.56,96.44
72.78,69.96,67.14,64.6,62.07,57.96,53.85
26.81,33.22,39.64,29.55,19.46,13.72,7.99
35.5,30.26,25.02,21.62,18.22,14.71,11.2
37.76,31.82,25.88,18.56,11.24,9.3,7.35
14.23,13.07,11.91,11.58,11.24,14.34,17.44
16.17,13.42,10.67,11.56,12.45,12.22,12.0
22.03,19.4,16.78,12.69,8.6,8.9,9.2
14.74,10.66,6.59,7.59,8.6,12.43,16.26
48.2,41.76,35.31,30.71,26.11,27.36,28.61
43.52,42.23,40.94,30.74,20.54,19.52,18.49
18.53,16.08,13.63,9.68,5.73,5.3,4.87
61.99,60.73,59.47,48.92,38.38,34.51,30.65
22.86,17.07,11.27,10.38,9.49,8.04,6.59
61.99,60.06,58.13,54.92,51.72,46.7,41.69
45.62,34.66,23.69,22.78,21.88,27.55,33.23
24.86,20.29,15.73,11.42,7.1,6.84,6.59
21.11,21.82,22.54,18.69,14.84,11.42,7.99
61.99,62.02,62.05,58.43,54.81,53.27,51.72
33.43,26.49,19.55,13.66,7.77,12.6,17.44
32.22,29.05,25.88,22.67,19.46,18.98,18.49
26.81,23.18,19.55,20.05,20.54,22.16,23.77
14.74,11.92,9.11,10.78,12.45,11.32,10.18
15.31,13.29,11.27,10.38,9.49,8.74,7.99
58.8,60.42,62.05,69.66,77.26,70.03,62.79
45.62,44.65,43.68,35.57,27.45,23.75,20.05
44.57,36.47,28.37,29.79,31.21,27.49,23.77
20.25,17.53,14.8,13.02,11.24,12.6,13.97
16.17,14.04,11.91,11.58,11.24,13.16,15.09
35.5,27.52,19.55,16.62,13.69,10.84,7.99
48.2,45.3,42.41,33.48,24.55,28.89,33.23
21.11,20.0,18.88,17.5,16.11,15.6,15.09
33.43,33.83,34.22,28.05,21.88,26.26,30.65
19.33,19.95,20.57,24.9,29.24,31.24,33.23
14.74,11.92,9.11,26.07,43.03,63.43,83.83
11.11,16.4,21.68,28.28,34.87,34.05,33.23
11.11,13.42,15.73,13.04,10.35,17.89,25.43
11.56,19.96,28.37,32.36,36.34,48.02,59.71
9.65,14.26,18.88,18.55,18.22,10.12,2.01
66.35,61.67,56.99,57.76,58.54,71.69,84.85
17.77,34.47,51.16,61.74,72.32,58.09,43.86
5.7,8.18,10.67,9.22,7.77,10.87,13.97
3.09,11.32,19.55,22.05,24.55,18.72,12.89
16.17,24.58,32.98,39.94,46.91,48.23,49.55
34.54,33.76,32.98,32.1,31.21,21.6,12.0
19.33,21.51,23.69,29.28,34.87,36.26,37.65
5.35,2.92,0.48,1.56,2.64,27.18,51.72
6.65,9.82,12.99,15.08,17.17,13.18,9.2
3.37,8.5,13.63,11.56,9.49,8.04,6.59
9.65,11.32,12.99,11.24,9.49,16.63,23.77
17.06,11.82,6.59,11.88,17.17,37.55,57.92
20.25,23.06,25.88,35.39,44.9,58.91,72.92
8.05,5.9,3.76,3.2,2.64,3.76,4.87
22.03,32.86,43.68,52.0,60.32,51.0,41.69
44.57,51.35,58.13,60.1,62.07,48.73,35.39
8.05,9.66,11.27,14.74,18.22,23.42,28.61
3.621999,3.4416287,3.4585812,1.9140674,0.3692495,-0.03145203,-0.1844357
-98.06064,-98.22932,-98.30623,-99.029945,-99.753845,-101.46967,-103.07456
-41.05731,-41.162857,-41.211147,-39.53555,-37.86181,-37.76599,-37.594547
13.056096,12.729398,12.315694,14.933075,17.550478,19.206627,20.752712
51.72896,52.060677,52.57281,52.65459,52.73777,52.313854,52.11685
1.452178,2.4409099,3.4459205,4.674042,5.9015956,4.8011966,3.7258434
34.74335,36.639156,38.558857,38.266445,37.974792,38.03529,38.13049
9.442883,9.909191,10.187964,10.756531,11.326119,10.455013,9.359193
-13.614415,-12.649819,-11.765008,-9.178733,-6.592156,-8.588528,-10.689364
-81.15014,-81.01893,-80.8471,-80.868935,-80.89068,-81.41178,-81.88367
-3.5462184,-4.7303243,-5.905882,-6.9577656,-8.010511,-10.151442,-12.276255
17.924229,18.749765,19.603449,19.885584,20.167507,20.823149,21.519869
-27.41784,-27.887964,-28.328062,-27.986338,-27.645292,-28.31713,-28.95595
-18.656921,-19.131191,-19.589367,-20.676521,-21.764572,-21.217257,-20.64392
-21.634993,-22.935617,-24.315916,-25.715036,-27.113844,-26.645582,-26.27513
49.672226,48.073185,46.253437,46.57154,46.889668,45.688175,44.21773
-8.43487,-10.1031065,-11.566628,-10.321012,-9.075523,-9.067194,-8.800279
-14.987759,-16.449766,-17.71971,-16.896818,-16.07273,-16.583868,-16.867865
4.4283314,5.3034706,6.071609,5.817054,5.561977,6.0137243,6.3407984
-6.8251762,-6.531147,-6.248442,-4.683482,-3.117551,-3.2644389,-3.4219687
-21.457876,-20.911497,-20.355156,-17.013218,-13.670289,-11.453798,-9.234124
-33.17462,-33.97622,-34.704487,-33.84953,-32.99533,-34.888657,-36.691715
-5.2205935,-5.165426,-4.9647746,-4.8069963,-4.6499515,-2.5381627,-0.24870336
-74.79969,-74.694305,-74.821335,-74.31063,-73.80119,-74.46782,-75.41318
-37.776024,-38.155712,-38.369556,-38.33187,-38.29366,-36.820293,-35.14083
94.80069,95.806114,96.64007,96.8648,97.08962,94.8998,92.49693
25.560534,25.586723,25.752789,24.654995,23.558798,25.513226,27.639498
-88.64561,-88.57208,-88.693085,-89.274185,-89.85625,-89.35268,-89.09407
3.476491,3.808673,4.1241255,2.7772055,1.4294329,3.184884,4.9116526
61.685238,60.1331,58.56163,57.941242,57.32005,58.943676,60.5381
37.233658,36.74406,36.034138,35.850666,35.66679,38.362232,40.78244
-3.6090531,-3.8881874,-4.0117955,-2.4863648,-0.96175486,-1.124169,-1.0964434
52.84129,52.534565,52.340458,50.326447,48.313004,45.627132,43.084457
18.650177,18.389948,18.31192,18.680511,19.04754,16.834368,14.844958
-17.592775,-18.034777,-18.648659,-18.541513,-18.43505,-18.192453,-18.158287
8.799849,7.892473,6.7955446,8.729602,10.663744,12.444706,13.9912195
-71.49238,-68.96092,-66.620605,-62.670788,-58.720528,-56.09424,-53.706886
-61.461,-60.689053,-60.13128,-59.208725,-58.286743,-59.852837,-61.680534
53.805225,52.529587,51.32682,50.022263,48.71853,48.761284,48.897644
90.83792,90.85732,90.690544,89.86848,89.04716,87.9945,86.713486
67.585396,68.20809,68.79117,68.31679,67.84267,64.94739,62.006893
-74.474434,-75.99861,-77.53924,-79.19546,-80.85301,-80.60985,-80.384415
84.613,82.42821,80.259285,77.84022,75.421104,74.15486,72.90024
-76.757,-76.41156,-75.91483,-75.95382,-75.993324,-75.42723,-74.67877
32.91035,33.950047,34.980637,35.85444,36.72913,36.363743,35.979977
-17.353764,-18.491138,-19.46755,-19.890541,-20.314423,-20.140745,-19.771723
-29.984144,-31.31064,-32.5506,-35.83055,-39.10873,-39.197247,-39.17961
-5.2950096,-4.4383297,-3.3490822,-1.7964299,-0.24328156,-2.0571282,-3.5855248
-57.04821,-57.363243,-57.80786,-57.454487,-57.101498,-57.617184,-58.28943
59.52748,58.403343,57.175625,54.737026,52.29891,52.031895,51.643803
-18.118477,-18.322062,-18.590994,-17.953314,-17.314337,-15.606415,-13.983032
25.595915,26.90141,28.248528,27.941704,27.635609,25.130087,22.674734
-6.163942,-5.164601,-3.9784596,-3.0334513,-2.0880086,-1.6304367,-0.94279593
21.81814,22.14532,22.239508,22.175766,22.112482,22.239668,22.078693
-38.017418,-36.788036,-35.587658,-33.342133,-31.096994,-30.678305,-30.299814
12.001895,12.536546,12.929643,12.165896,11.400926,11.175069,10.7793665
95.24824,94.29117,93.28879,92.40521,91.52193,89.358154,87.14437
11.12968,11.731295,12.171326,14.691344,17.212461,19.716337,22.019125
19.283457,19.94563,20.691916,23.163141,25.634766,26.462248,27.397076
-108.84067,-107.18204,-105.32058,-100.76244,-96.2043,-94.992096,-93.53472
-89.03302,-87.19825,-85.15815,-83.45167,-81.74571,-80.5655,-79.12582
-1.3851109,-1.0394926,-0.5456257,1.2399015,3.027894,1.5641994,0.28559306
46.066063,45.289574,44.359085,43.232143,42.10529,40.89196,39.498497
27.780603,28.10148,28.245785,28.845617,29.445147,30.039568,30.416237
49.68222,50.761246,51.836987,51.29406,50.75093,49.485893,48.2134
27.176733,28.085972,29.116611,28.988222,28.859533,29.837412,30.957895
-82.323494,-82.19022,-82.04933,-82.11447,-82.18071,-82.594604,-82.9917
-40.913883,-41.585518,-42.405922,-44.502647,-46.60066,-48.03737,-49.654655
15.358088,16.901487,18.475912,19.403412,20.33095,21.265593,22.238008
35.601967,36.85298,38.049217,40.71999,43.390846,44.65042,45.838116
-12.845361,-12.869263,-12.811735,-13.146452,-13.481086,-9.484361,-5.3863506
22.737745,22.19974,21.460005,21.881168,22.30234,22.771969,22.988276
-42.75807,-42.397987,-42.205418,-39.28243,-36.358665,-34.945004,-33.747707
19.625053,18.218744,16.79515,16.091322,15.388054,16.327984,17.254148
19.887508,19.522833,19.359587,17.408026,15.456966,13.611066,12.012059
17.09935,16.80625,16.687504,18.426659,20.16608,23.284721,26.61362
97.40036,97.90458,98.19805,98.16473,98.13279,99.21626,100.03663
44.89381,44.33915,43.946262,43.123905,42.302944,38.79086,35.483402
-53.4796,-52.903793,-52.207703,-51.07484,-49.94345,-48.283676,-46.47735
9.726662,8.824493,7.8909626,11.2983,14.705654,14.823269,14.898265
57.7509,57.0168,56.17816,55.647404,55.115692,55.882965,56.515606
21.202106,21.056984,21.018799,19.86586,18.713139,18.460321,18.347136
-45.752632,-46.38584,-46.80162,-48.48125,-50.161545,-52.226765,-54.025257
20.897202,21.743443,22.364788,22.762348,23.16067,21.561722,19.681282
-56.7385,-56.355762,-56.15627,-55.178623,-54.200134,-51.414288,-48.86157
13.181894,12.776842,12.144997,12.364698,12.584492,13.258652,13.650608
-2.6345046,-1.7972138,-0.9383437,-1.1393921,-1.3390648,-1.0493805,-0.72973603
5.0912914,4.381382,3.581857,4.2402124,4.8983173,6.553797,8.098139
-95.49296,-97.975464,-100.38502,-103.52705,-106.67098,-106.11634,-105.471245
-14.53836,-15.201562,-15.957855,-17.47715,-18.996805,-20.005377,-21.129894
-38.099438,-37.387184,-36.522053,-36.000763,-35.478806,-34.950188,-34.232613
-79.42053,-77.770424,-76.30219,-73.822205,-71.34171,-70.90002,-70.68628
14.196458,14.616248,14.9899845,16.191984,17.39315,16.296535,15.145255
-48.76299,-49.114235,-49.4559,-49.19509,-48.933823,-47.462032,-45.979992
63.942272,64.66196,65.20628,64.249435,63.292835,63.292736,63.07441
3.3614075,2.8925593,2.5034378,1.7859881,1.068445,1.8242981,2.6821525
114.35436,112.57061,110.8615,108.6753,106.48997,104.584,102.76879
13.335858,12.5157995,11.730539,12.486562,13.242538,14.854885,16.501741
-64.39169,-64.684875,-65.07246,-64.63151,-64.18976,-62.81854,-61.56285
-62.994747,-63.38482,-63.626095,-64.66013,-65.69519,-66.257835,-66.63565
-23.399921,-21.805765,-20.24399,-16.971697,-13.699704,-11.270053,-8.8708105
16.414894,17.140783,17.964773,20.251486,22.537718,24.697702,26.980278
-27.352842,-26.03296,-24.85559,-24.550318,-24.244963,-23.72377,-23.383272
-24.221457,-23.815395,-23.234344,-23.841747,-24.449562,-24.000921,-23.331379
91.90434,92.207565,92.34532,90.51791,88.69187,87.0865,85.28278
14.737269,14.639324,14.5298815,14.138812,13.747898,13.606375,13.455149
58.09814,58.496994,58.81024,60.29382,61.777763,62.414173,62.94096
34.87257,35.04258,35.02659,33.47666,31.927374,34.576923,36.99163
7.535027,6.69715,5.967908,4.80175,3.6356258,3.3851228,3.2716494
-37.04815,-37.402115,-37.955093,-38.67109,-39.38635,-38.01086,-36.88122
-32.690678,-31.904701,-30.976515,-30.317976,-29.659595,-31.60486,-33.3755
-43.109417,-43.33704,-43.40692,-41.868324,-40.330704,-40.31463,-40.10136
-121.522675,-122.25073,-122.928024,-121.50929,-120.09102,-117.60008,-115.04633
-18.955244,-18.716702,-18.62729,-17.103857,-15.580801,-15.795029,-16.199883
47.64144,47.774345,47.904022,44.34706,40.78943,39.176476,37.567024
-52.608665,-51.862236,-51.23809,-51.824593,-52.411247,-52.30014,-52.33815
66.912766,67.69604,68.35915,67.63801,66.9178,64.993744,62.92087
16.44333,14.535988,12.545096,9.722935,6.899566,5.94212,4.873964
-46.74747,-47.180225,-47.86311,-47.85999,-47.857235,-45.84678,-44.143093
-8.927209,-8.214597,-7.418093,-7.041585,-6.665194,-6.8430743,-6.912481
4.782881,5.6627235,6.3166313,7.1579266,8.000631,9.816618,11.354113
83.82917,82.275604,80.73535,82.339264,83.94279,85.62925,87.34233
-33.841404,-32.757305,-31.645597,-29.67941,-27.714472,-27.741304,-27.73316
10.92663,10.973085,11.097444,10.423751,9.750277,12.837631,16.022242
56.381523,55.60982,54.750534,53.713947,52.67636,52.998848,53.218178
-18.32284,-19.131514,-19.959011,-20.376616,-20.793571,-21.47067,-22.17336
-11.373758,-10.973645,-10.53178,-9.491398,-8.45108,-6.3367977,-4.1737423
-7.443661,-5.577528,-3.8843553,-2.02826,-0.17303687,2.1144793,4.1957245
-10.675175,-11.368284,-11.984439,-11.442651,-10.901015,-10.541096,-10.083436
-58.48301,-58.44898,-58.335266,-57.75186,-57.167892,-56.004696,-54.738564
-6.8506856,-7.649625,-8.524106,-8.681271,-8.838871,-8.98082,-9.211413
-90.38678,-88.96591,-87.39182,-84.15545,-80.91997,-78.28543,-75.46322
-10.716852,-9.981417,-9.273331,-9.060041,-8.847454,-9.239683,-9.659143
-65.93998,-66.52389,-66.88636,-68.76774,-70.64919,-70.90627,-70.8836
-2.5784166,-1.6792567,-0.59735227,-0.3803852,-0.16386153,2.0371783,4.460659
-28.076189,-27.512663,-27.057161,-27.592829,-28.129744,-27.360136,-26.730715
20.525715,21.013842,21.361647,20.740759,20.11836,20.554724,20.815813
-8.456297,-9.3045,-10.134813,-9.728308,-9.320998,-10.909666,-12.467674
-9.557473,-7.6119537,-5.795576,-7.28481,-8.774536,-7.3601,-6.09622
78.59774,79.28083,80.084496,79.32484,78.56568,77.48161,76.5472
-2.087554,-2.0208187,-2.1391993,-2.1368656,-2.135498,-1.2959346,-0.68460935
48.419907,49.912888,51.577328,50.864376,50.15173,52.79424,55.64182
9.482852,8.234249,7.0589767,9.376386,11.693323,12.599155,13.600954
-24.090382,-23.631176,-22.947569,-21.955324,-20.964645,-19.319864,-17.400225
1.3247997,4.6993966,8.106482,9.351654,10.596308,12.213869,13.881446
-1.568664,-0.7628416,-0.15329587,-0.5797409,-1.0052665,-3.441339,-6.1111856
-20.258442,-19.851587,-19.22036,-17.441565,-15.662429,-15.2964525,-14.65668
60.80934,62.04361,63.449837,61.303745,59.15772,57.403503,55.862812
-109.905945,-109.173454,-108.32144,-107.138504,-105.95706,-105.64199,-105.184456
1.3689959,1.1396163,0.968098,0.70383483,0.4402583,-1.5526006,-3.4766614
30.22476,31.254124,32.065228,32.165726,32.266857,30.7134,28.89053
-63.0964,-62.04303,-60.98497,-59.99888,-59.01207,-60.21025,-61.39739
43.051098,43.946976,44.61496,42.849945,41.086597,41.951843,42.535145
-11.765591,-8.874842,-6.027938,-3.31793,-0.608004,-0.027871959,0.5009867
15.2989,14.924372,14.49623,12.720814,10.945255,10.2503,9.488031
21.613838,20.792393,19.926277,19.22491,18.522678,16.87497,15.171975
-43.661606,-45.484478,-47.221764,-47.808422,-48.396595,-47.92241,-47.33928
-7.7990923,-5.9994626,-4.195678,-2.0278294,0.14099996,-1.5725192,-3.2890942
-33.07007,-33.270508,-33.673073,-33.041405,-32.40973,-32.186802,-32.210846
54.326206,54.54484,54.856007,54.652706,54.44935,56.27857,58.214
39.60138,38.705284,37.681335,37.645046,37.609573,37.511555,37.25621
76.82582,77.46773,78.23533,77.9949,77.75491,75.6656,73.73603
50.721844,54.468235,58.251034,58.79305,59.336483,57.24187,55.195427
-31.161894,-30.851927,-30.383425,-29.168047,-27.951448,-28.360613,-28.57455
-37.635944,-36.745014,-35.951702,-33.179256,-30.407854,-29.019663,-27.749525
-18.550644,-18.925556,-19.448202,-21.67797,-23.910124,-26.177149,-28.621315
44.079277,45.06806,45.87769,46.044594,46.211365,46.52453,46.61854
-60.30099,-62.034397,-63.87875,-63.442493,-63.00767,-61.535416,-60.19212
-19.806515,-20.407862,-20.901188,-21.989828,-23.07849,-24.434834,-25.657114
69.586815,68.36719,67.12463,64.7811,62.43721,59.98622,57.504368
-23.319601,-23.191156,-22.992083,-20.64816,-18.30324,-17.659214,-16.924822
-35.03257,-33.91887,-32.987427,-31.144691,-29.302881,-25.06464,-21.048988
-5.6172056,-3.5615733,-1.2639734,-2.7643635,-4.2645926,-6.669226,-8.785535
-6.414937,-7.2855067,-8.143913,-10.258443,-12.372426,-10.725498,-9.054783
11.591667,10.724364,9.975214,7.9881115,6.001188,6.6800685,7.5036807
75.268105,74.23308,73.38769,74.6751,75.96392,74.8528,73.97593
51.00546,51.739685,52.49637,52.397858,52.299763,53.027798,53.784164
-18.910456,-17.555252,-16.142424,-16.054783,-15.968152,-16.095926,-16.148869
-29.683058,-31.460701,-33.043804,-34.54292,-36.043602,-38.481632,-40.681667
65.31754,66.31722,67.29984,66.20155,65.104095,66.134,67.15494
46.565235,45.980396,45.529583,44.673515,43.81828,39.69264,35.739155
3.6127565,5.259585,6.971032,9.680662,12.390404,10.93247,9.5562525
1.8431288,1.4438277,1.0338985,0.36996976,-0.29408368,-2.13685,-3.9975102
37.154957,36.890705,36.733673,34.116497,31.499912,30.180565,28.99757
72.39995,71.83451,71.503395,72.97201,74.44111,74.96818,75.777626
13.139212,13.302454,13.606509,11.448905,9.292203,8.203723,7.2933135
45.72919,45.669693,45.70338,46.64082,47.57923,48.8645,50.27288
-7.332881,-8.384444,-9.612788,-8.327903,-7.0447226,-4.950469,-3.0777538
-19.520107,-19.204973,-18.741282,-18.922453,-19.103712,-19.960526,-20.635769
-13.222557,-13.241029,-13.323317,-11.190193,-9.056102,-6.3339105,-3.6963863
38.07783,37.975323,37.89077,39.703457,41.51669,40.99576,40.49819
5.346702,7.377971,9.22095,9.611293,10.0011015,8.982886,7.733253
45.02438,45.356754,45.537937,45.39841,45.258358,45.21641,44.989613
32.67506,31.11397,29.326536,27.275673,25.223206,26.282095,27.068457
6.2833858,6.0276074,5.861832,7.238643,8.615925,7.654699,6.7985244
-50.49466,-49.473686,-48.575695,-47.721878,-46.866085,-44.77628,-42.83944
-18.76938,-20.856003,-23.186892,-22.614357,-22.043118,-19.149626,-16.552149
-71.18205,-70.62287,-69.87987,-69.93943,-69.99958,-69.96076,-69.69997
5.9717374,6.2718334,6.5495024,5.196129,3.843461,3.3633003,2.857029
-7.9920983,-5.914164,-3.942847,-3.315173,-2.686589,-1.9594123,-1.3589561
-46.489277,-47.790405,-48.940628,-49.896774,-50.85336,-52.150833,-53.271328
-8.545751,-6.9779325,-5.2942047,-5.203508,-5.1107216,-4.864907,-4.4804106
-2.93994,-3.8388,-4.7241416,-5.271558,-5.8191614,-6.219694,-6.5995197
-34.795525,-35.16149,-35.498867,-35.65243,-35.804882,-35.358013,-34.875065
-7.7830586,-7.715256,-7.877155,-6.821214,-5.76658,-6.07748,-6.6802373
56.50679,56.251785,55.895622,55.7054,55.515465,54.502823,53.37198
-65.93964,-66.54419,-67.274864,-66.96525,-66.656006,-66.57536,-66.65167
29.57118,29.882156,30.193478,28.89647,27.599749,29.477844,31.362865
16.762377,16.04648,15.463787,16.059013,16.654448,16.462189,16.433651
48.70432,47.976337,47.03735,45.53492,44.03152,44.24811,44.204987
16.031168,15.475356,14.9640465,15.6738,16.383572,15.319815,14.315534
-8.342061,-7.5813336,-6.6127687,-6.4677825,-6.322535,-7.748673,-8.908656
16.600355,16.841896,16.961313,16.509367,16.056725,17.816364,19.421898
3.936435,3.0943606,2.245581,2.0292618,1.813867,2.471125,3.1241858
-21.141506,-20.708065,-20.323193,-20.64368,-20.964806,-21.123018,-21.337162
-33.270393,-32.655163,-32.25488,-32.3886,-32.522453,-35.70494,-39.15696
-69.1719,-69.25706,-69.427185,-67.38181,-65.33626,-63.87182,-62.51212
-3.0648882,-2.5601676,-2.249533,1.3082577,4.8657813,7.402553,9.699389
55.1499,54.880917,54.679153,54.37153,54.063656,54.701035,55.431995
-12.790713,-15.14063,-17.625696,-18.56886,-19.513407,-19.24966,-19.14967
98.290405,97.855194,97.27281,95.2744,93.27672,93.03181,92.59988
-60.856133,-61.43425,-62.047157,-62.97552,-63.903496,-64.760376,-65.65147
-74.34818,-75.203094,-76.11377,-76.923836,-77.73571,-78.41435,-79.15762
-2.7038727,-3.3706083,-3.8515787,-1.5955553,0.6616754,2.4322062,4.4378786
63.757473,64.451805,65.046005,64.22108,63.396053,64.12029,64.72966
37.6813,37.022945,36.421864,32.97864,29.533894,30.150696,30.842472
-12.507908,-11.778057,-11.012495,-10.272915,-9.534203,-7.4777427,-5.370071
0.9534654,-0.49160987,-1.8390446,-3.0227077,-4.2076163,-4.294394,-4.256306
-35.0509,-33.995052,-33.043804,-31.440205,-29.836205,-28.597736,-27.489674
-23.339787,-22.65271,-21.887882,-22.782228,-23.67599,-25.180182,-26.58651
22.813395,22.7283,22.890696,23.085552,23.278658,22.885717,22.79546
47.073795,47.496445,47.892582,48.052135,48.212425,48.306305,48.378685
-36.28734,-35.256744,-33.97804,-32.4133,-30.848055,-29.667665,-28.176739
-34.31052,-33.74932,-33.34338,-31.5221,-29.700865,-30.147736,-30.786467
-48.23174,-46.487614,-44.952274,-42.080643,-39.207973,-36.662167,-34.3783
-26.831131,-26.71333,-26.586302,-24.963684,-23.339308,-23.705051,-24.062672
2.234964,1.848959,1.6576576,1.6509442,1.6432233,-0.5558624,-2.5181546
-1.9944581,-2.616214,-3.0906909,-3.2066476,-3.3235447,-5.25946,-7.0060863
