2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding
74.98,73.54,72.11,70.8,69.5,68.39,67.28
56.03,50.89,45.75,38.88,32.0,27.42,22.85
26.77,27.55,28.33,22.89,17.45,17.86,18.27
5.89,8.28,10.67,8.71,6.75,7.51,8.27
58.36,57.44,56.51,56.84,57.18,61.58,65.98
4.17,3.87,3.57,3.19,2.8,2.5,2.2
84.81,84.94,85.07,84.93,84.78,74.12,63.46
17.03,17.26,17.48,17.67,17.86,18.07,18.27
1.24,1.03,0.83,0.88,0.92,0.81,0.7
39.64,36.55,33.46,29.59,25.72,21.99,18.27
12.8,16.88,20.95,23.8,26.65,20.0,13.34
22.76,21.2,19.64,17.34,15.03,14.18,13.34
0.89,0.92,0.96,1.12,1.27,1.44,1.62
0.35,0.29,0.22,0.35,0.48,0.51,0.54
80.17,79.8,79.43,70.28,61.13,53.8,46.47
8.15,7.98,7.8,7.8,7.8,7.5,7.19
3.31,2.97,2.64,2.72,2.8,2.82,2.83
16.11,23.72,31.33,36.61,41.9,58.06,74.22
37.47,35.47,33.46,33.22,32.98,31.14,29.31
52.82,54.67,56.51,56.84,57.18,59.6,62.03
21.36,19.77,18.18,17.16,16.14,15.63,15.12
1.34,1.02,0.7,0.67,0.64,0.6,0.57
9.11,8.1,7.1,7.45,7.8,7.82,7.83
30.02,27.94,25.85,26.98,28.11,27.62,27.12
54.66,54.95,55.24,54.82,54.41,54.24,54.07
80.17,80.04,79.91,76.86,73.8,72.5,71.2
13.5,13.72,13.94,13.8,13.66,13.96,14.26
9.39,9.88,10.38,10.8,11.21,12.07,12.92
59.85,57.1,54.35,53.25,52.15,44.34,36.54
30.85,29.59,28.33,24.04,19.74,21.87,24.0
25.95,26.64,27.32,26.52,25.72,27.2,28.68
4.33,3.95,3.57,3.36,3.15,2.85,2.55
81.41,80.98,80.55,81.73,82.9,83.19,83.48
15.19,15.54,15.89,15.65,15.41,15.79,16.17
47.56,49.96,52.37,51.75,51.13,51.64,52.16
96.43,96.67,96.91,96.91,96.91,96.85,96.79
15.79,16.63,17.48,17.99,18.5,18.7,18.91
95.03,95.75,96.47,96.3,96.12,96.12,96.12
53.87,55.7,57.53,55.97,54.41,52.74,51.08
34.42,33.94,33.46,33.98,34.51,35.14,35.77
81.85,83.8,85.74,87.65,89.56,91.88,94.21
1.05,0.94,0.83,0.82,0.8,0.93,1.05
91.37,89.3,87.23,84.08,80.93,86.8,92.68
13.5,12.58,11.65,11.43,11.21,11.22,11.23
61.0,63.45,65.9,68.49,71.09,72.92,74.76
82.33,84.44,86.56,87.07,87.58,87.79,88.0
99.08,99.18,99.27,99.36,99.46,99.5,99.55
10.28,9.96,9.65,9.4,9.14,8.7,8.27
30.85,33.3,35.75,36.69,37.63,38.77,39.91
21.87,22.94,24.01,23.8,23.59,23.52,23.46
77.36,79.37,81.38,83.08,84.78,84.99,85.2
68.29,70.2,72.11,71.87,71.63,70.82,70.02
88.83,90.1,91.37,91.93,92.49,91.71,90.93
79.11,80.46,81.82,82.16,82.49,82.04,81.6
69.02,71.86,74.69,74.24,73.8,74.91,76.03
97.2,97.39,97.58,97.8,98.03,98.15,98.28
87.14,89.05,90.96,91.72,92.49,92.44,92.39
11.72,12.04,12.35,11.78,11.21,10.98,10.76
97.45,98.09,98.73,98.92,99.11,99.1,99.08
59.85,62.46,65.07,65.42,65.78,66.98,68.17
42.22,45.02,47.82,54.47,61.13,63.56,65.98
8.72,9.02,9.33,9.24,9.14,9.22,9.29
23.75,24.21,24.67,24.44,24.2,24.44,24.67
73.26,76.34,79.43,80.4,81.38,82.43,83.48
25.18,26.76,28.33,29.65,30.98,32.3,33.61
98.76,98.98,99.2,99.26,99.33,99.06,98.79
39.64,40.28,40.91,40.4,39.89,40.96,42.04
27.67,29.5,31.33,32.16,32.98,33.29,33.61
3.53,3.04,2.55,2.23,1.91,1.96,2.01
12.8,12.58,12.35,11.78,11.21,10.98,10.76
63.77,63.1,62.43,60.85,59.28,60.65,62.03
14.17,14.48,14.8,15.1,15.41,15.48,15.56
38.62,42.18,45.75,48.95,52.15,56.07,59.99
71.6,74.76,77.91,78.4,78.89,80.24,81.6
81.41,82.62,83.83,83.58,83.32,83.68,84.05
49.51,48.17,46.83,46.99,47.15,47.72,48.28
76.44,79.13,81.82,83.3,84.78,86.2,87.62
59.06,61.19,63.32,64.12,64.92,64.94,64.96
50.68,49.25,47.82,58.66,69.5,70.02,70.53
62.81,63.94,65.07,65.42,65.78,68.16,70.53
30.02,29.18,28.33,29.65,30.98,31.07,31.16
80.74,83.56,86.37,87.28,88.19,87.8,87.4
81.85,82.84,83.83,83.36,82.9,83.0,83.1
63.77,66.43,69.09,73.69,78.29,79.46,80.62
76.44,76.18,75.93,78.66,81.38,82.24,83.1
67.65,69.88,72.11,75.2,78.29,77.75,77.21
58.36,56.36,54.35,54.78,55.21,55.18,55.16
68.29,67.91,67.53,65.9,64.28,63.5,62.73
17.03,17.94,18.85,20.47,22.09,23.38,24.67
59.06,59.25,59.44,61.34,63.23,64.09,64.96
69.02,70.06,71.09,68.01,64.92,64.94,64.96
44.29,46.06,47.82,48.38,48.93,50.96,52.99
44.29,46.06,47.82,51.12,54.41,58.22,62.03
57.12,58.8,60.49,64.18,67.88,70.59,73.3
59.85,59.15,58.45,58.31,58.17,57.7,57.22
68.29,68.69,69.09,71.82,74.56,76.41,78.26
63.77,64.83,65.9,66.89,67.88,68.5,69.13
70.33,70.71,71.09,72.82,74.56,75.89,77.21
69.02,70.56,72.11,72.6,73.1,73.93,74.76
30.85,32.75,34.64,38.92,43.2,46.61,50.03
4.87,4.9,4.93,5.16,5.38,5.92,6.46
87.14,88.64,90.13,89.84,89.56,88.86,88.16
76.44,78.18,79.91,80.64,81.38,82.43,83.48
65.62,67.86,70.11,73.83,77.55,79.09,80.62
71.6,70.86,70.11,71.95,73.8,74.61,75.43
92.14,92.9,93.66,93.71,93.76,94.62,95.48
59.85,61.14,62.43,57.29,52.15,50.22,48.28
84.34,85.45,86.56,87.76,88.95,89.76,90.58
50.68,50.93,51.19,54.18,57.18,59.14,61.11
40.78,41.76,42.73,42.32,41.9,43.62,45.35
54.66,56.56,58.45,61.68,64.92,66.1,67.28
71.6,72.68,73.77,74.17,74.56,75.54,76.51
74.98,75.46,75.93,78.43,80.93,82.2,83.48
70.33,70.71,71.09,72.1,73.1,73.93,74.76
84.34,83.59,82.84,84.82,86.79,88.68,90.58
56.03,57.24,58.45,59.79,61.13,61.58,62.03
87.42,87.54,87.65,89.27,90.89,91.48,92.08
75.71,75.82,75.93,76.74,77.55,78.27,78.99
59.85,60.17,60.49,61.42,62.34,63.65,64.96
59.06,59.78,60.49,63.64,66.79,67.96,69.13
78.41,80.12,81.82,81.9,81.98,82.73,83.48
83.06,82.95,82.84,83.08,83.32,84.18,85.04
54.66,56.1,57.53,58.4,59.28,60.2,61.11
62.81,63.06,63.32,64.12,64.92,64.56,64.19
46.39,50.82,55.24,60.08,64.92,69.84,74.76
96.18,96.64,97.1,97.0,96.91,96.78,96.66
51.74,52.06,52.37,51.75,51.13,53.58,56.02
74.98,75.46,75.93,75.69,75.45,75.74,76.03
89.68,90.52,91.37,92.69,94.01,94.57,95.13
14.17,14.33,14.49,14.46,14.42,14.99,15.56
74.21,74.45,74.69,76.12,77.55,77.59,77.63
95.29,95.67,96.05,96.08,96.12,96.07,96.02
13.5,14.0,14.49,14.46,14.42,15.3,16.17
37.47,38.2,38.94,38.29,37.63,38.07,38.51
43.33,40.08,36.84,33.91,30.98,29.05,27.12
39.64,39.29,38.94,38.96,38.97,38.74,38.51
77.97,79.26,80.55,80.55,80.55,82.3,84.05
8.15,8.46,8.76,9.14,9.52,9.92,10.31
40.78,40.38,39.99,37.82,35.66,36.48,37.3
94.87,95.67,96.47,96.69,96.91,96.94,96.98
36.39,38.19,39.99,42.1,44.22,45.76,47.29
19.8,22.24,24.67,22.9,21.14,20.8,20.46
19.01,18.93,18.85,19.3,19.74,19.32,18.91
85.42,90.02,94.62,93.32,92.01,92.2,92.39
42.22,41.98,41.74,42.47,43.2,44.28,45.35
85.8,85.77,85.74,84.98,84.21,83.84,83.48
44.29,42.14,39.99,37.25,34.51,33.78,33.04
43.33,44.04,44.76,44.49,44.22,45.76,47.29
80.74,80.64,80.55,79.72,78.89,77.7,76.51
40.78,42.77,44.76,43.33,41.9,44.18,46.47
97.87,98.01,98.15,98.09,98.03,97.9,97.77
52.82,53.06,53.3,51.76,50.21,50.12,50.03
24.45,25.15,25.85,26.98,28.11,30.14,32.18
69.02,67.94,66.86,66.82,66.79,65.49,64.19
11.17,11.14,11.11,11.16,11.21,11.78,12.35
61.8,62.56,63.32,62.83,62.34,64.16,65.98
24.45,24.56,24.67,24.44,24.2,24.84,25.49
45.34,44.43,43.52,44.4,45.27,47.65,50.03
84.81,85.59,86.37,85.58,84.78,85.18,85.58
74.98,74.38,73.77,73.13,72.49,73.35,74.22
63.77,63.55,63.32,62.83,62.34,63.26,64.19
36.39,36.07,35.75,35.13,34.51,35.14,35.77
84.34,84.71,85.07,84.76,84.46,84.83,85.2
86.98,86.98,86.98,87.58,88.19,88.1,88.0
30.02,20.84,11.65,10.17,8.69,8.48,8.27
10.7,10.18,9.65,9.78,9.9,9.75,9.61
33.17,32.71,32.25,31.04,29.83,29.26,28.68
59.06,60.74,62.43,63.36,64.28,65.13,65.98
91.37,91.66,91.95,91.98,92.01,91.74,91.47
14.65,14.57,14.49,14.46,14.42,14.99,15.56
47.56,49.38,51.19,53.2,55.21,57.08,58.94
77.97,78.7,79.43,78.49,77.55,77.9,78.26
9.87,10.76,11.65,12.66,13.66,14.39,15.12
58.36,59.94,61.51,62.37,63.23,64.6,65.98
22.76,23.38,24.01,24.86,25.72,26.8,27.88
90.39,90.88,91.37,91.0,90.64,91.06,91.47
24.45,24.56,24.67,25.2,25.72,26.42,27.12
74.98,74.84,74.69,76.79,78.89,80.79,82.69
27.67,27.03,26.39,26.94,27.48,27.68,27.88
85.8,86.18,86.56,86.48,86.41,86.62,86.82
8.15,8.9,9.65,10.0,10.35,11.35,12.35
45.34,46.58,47.82,46.54,45.27,45.31,45.35
87.93,88.68,89.43,90.45,91.47,91.78,92.08
75.71,75.5,75.29,73.19,71.09,71.14,71.2
39.64,39.82,39.99,39.48,38.97,39.44,39.91
57.12,57.78,58.45,54.79,51.13,52.6,54.07
49.51,48.17,46.83,45.02,43.2,42.62,42.04
61.8,62.11,62.43,58.82,55.21,55.62,56.02
98.34,98.32,98.31,98.48,98.66,98.41,98.15
27.67,28.53,29.39,31.18,32.98,35.14,37.3
90.93,91.44,91.95,91.8,91.66,92.25,92.84
30.02,31.14,32.25,34.44,36.64,38.77,40.9
39.64,40.69,41.74,42.98,44.22,45.76,47.29
71.6,71.34,71.09,69.8,68.51,67.24,65.98
85.42,86.2,86.98,87.04,87.11,87.12,87.14
25.18,24.93,24.67,24.44,24.2,24.44,24.67
62.81,63.06,63.32,64.55,65.78,65.37,64.96
2.26,2.18,2.1,2.7,3.31,3.8,4.3
74.21,74.45,74.69,73.9,73.1,71.82,70.53
0.25,0.3,0.35,0.43,0.51,0.9,1.3
19.01,18.6,18.18,21.19,24.2,26.76,29.31
19.8,18.64,17.48,21.25,25.02,27.16,29.31
61.0,59.26,57.53,55.97,54.41,57.76,61.11
38.62,39.76,40.91,40.91,40.91,43.69,46.47
75.71,76.81,77.91,78.1,78.29,77.4,76.51
93.35,93.3,93.25,92.46,91.66,92.8,93.95
74.98,76.87,78.76,79.84,80.93,85.76,90.58
20.73,20.47,20.22,21.16,22.09,22.78,23.46
19.8,21.04,22.29,25.2,28.11,31.29,34.47
15.19,14.01,12.83,13.44,14.04,15.63,17.22
72.43,66.46,60.49,60.22,59.95,50.42,40.9
69.02,69.56,70.11,74.5,78.89,80.58,82.27
87.42,86.58,85.74,86.66,87.58,87.36,87.14
52.82,56.13,59.44,62.18,64.92,68.06,71.2
8.15,11.8,15.44,25.55,35.66,42.84,50.03
1.88,1.92,1.97,2.45,2.93,3.98,5.03
7.26,7.82,8.37,10.85,13.34,14.76,16.17
3.76,4.11,4.46,5.6,6.75,9.55,12.35
73.26,73.13,73.0,73.4,73.8,74.01,74.22
56.03,58.77,61.51,59.84,58.17,60.82,63.46
-6.958027,-6.7904053,-6.6238174,-6.457794,-6.289956,-6.588457,-6.886568
-71.66527,-71.658,-71.65007,-71.909164,-72.16602,-72.38391,-72.60187
32.5858,32.19451,31.802029,31.18111,30.55968,30.921045,31.281227
-52.99692,-53.12676,-53.25728,-53.508266,-53.759235,-53.38657,-53.015324
46.206448,46.137104,46.066044,45.572353,45.078815,45.593266,46.107784
1.6810654,1.6910361,1.700775,2.027884,2.3553445,1.9919692,1.6294655
49.65968,49.70209,49.74366,49.17494,48.605,48.865307,49.125362
-25.240534,-25.335178,-25.429125,-24.416975,-23.403267,-23.012033,-22.620626
9.331831,9.04922,8.767281,7.9877086,7.2083774,6.7086883,6.2078567
-28.26646,-27.940945,-27.613665,-28.192617,-28.77148,-28.805365,-28.8405
39.46447,39.372215,39.279232,39.100124,38.921364,38.944427,38.96846
-4.2538586,-4.63867,-5.0229588,-4.707115,-4.3905735,-3.755579,-3.1199932
26.163385,26.474167,26.783634,27.155865,27.528597,27.245808,26.962353
-9.603968,-9.343744,-9.086231,-8.826584,-8.566315,-8.805522,-9.044247
-40.82161,-40.72765,-40.63388,-40.2993,-39.964096,-39.960377,-39.95705
54.61718,54.852375,55.08786,55.08289,55.078075,54.3676,53.65737
46.70586,46.998005,47.28941,47.30731,47.32516,47.264923,47.20384
-38.96074,-38.42768,-37.893806,-37.574265,-37.255955,-37.26064,-37.26598
28.52625,28.77603,29.027166,29.0592,29.090338,29.115995,29.140911
-6.9823036,-6.933875,-6.885128,-6.6235056,-6.362134,-6.2771053,-6.1936703
44.11017,44.581306,45.050186,44.81797,44.58764,44.595,44.602875
42.49525,42.823814,43.15257,42.52305,41.894096,41.561478,41.227257
2.9884322,3.0788555,3.1693122,3.2163923,3.2627926,3.9547153,4.646946
89.29076,88.5866,87.882515,87.357,86.83086,86.41343,85.99573
40.286892,40.13251,39.977818,39.199657,38.420887,38.060123,37.69992
67.98403,67.94736,67.91126,67.56354,67.21638,67.62355,68.0307
-61.690468,-61.914104,-62.137867,-61.8892,-61.64086,-61.78418,-61.927734
110.207214,109.72889,109.25087,109.46896,109.686966,109.32876,108.97079
-5.523262,-5.7874355,-6.0520515,-5.6503353,-5.249138,-5.4296875,-5.6094465
12.708173,12.295169,11.881661,11.099923,10.319633,9.30411,8.285835
8.738772,8.349167,7.958576,7.882907,7.8081446,7.6309237,7.454246
-11.102881,-11.304818,-11.507446,-11.544495,-11.582266,-11.462238,-11.343431
18.53258,18.775219,19.019184,18.72685,18.433558,18.357393,18.2806
-17.03606,-17.28426,-17.531723,-17.729,-17.926537,-17.157055,-16.387974
-52.296303,-52.234344,-52.171818,-51.49099,-50.808846,-50.887268,-50.96639
7.9256845,7.98879,8.053571,8.135233,8.216648,8.387325,8.556799
12.012231,12.693488,13.375207,13.88667,14.397317,14.520504,14.642781
-49.381847,-49.50482,-49.62914,-49.27242,-48.916348,-49.181393,-49.446865
-37.340885,-37.461582,-37.581852,-36.79758,-36.01353,-35.925617,-35.837215
42.999836,42.81592,42.631428,42.438717,42.244656,41.758923,41.27286
-74.16215,-73.763916,-73.36489,-73.47968,-73.59493,-73.85655,-74.11762
-37.68751,-37.374058,-37.06158,-36.84501,-36.629425,-36.504986,-36.38197
2.8254344,3.0365684,3.246834,2.9094732,2.5734222,2.5244162,2.4753726
10.758924,10.837136,10.914718,11.611132,12.308582,12.528456,12.748771
57.639256,57.465637,57.290607,57.40362,57.5172,57.292473,57.06852
15.253082,15.007269,14.759802,15.090124,15.420622,15.458429,15.496349
-75.9145,-75.71589,-75.516975,-75.00112,-74.48725,-73.857445,-73.23002
12.446975,12.717269,12.986936,13.2465105,13.506283,13.739128,13.973149
29.197742,29.580034,29.961563,30.374166,30.78619,30.533136,30.28009
-74.10587,-74.54071,-74.97421,-75.089485,-75.20605,-74.78846,-74.3722
-62.33974,-62.93627,-63.531593,-63.126213,-62.72062,-63.199814,-63.681053
23.031956,22.83112,22.630074,23.319077,24.008755,23.478893,22.949251
74.255905,74.037285,73.81897,73.70632,73.59613,73.57783,73.557526
8.447929,8.469714,8.491045,8.2756605,8.059931,8.168018,8.277346
70.257195,70.06669,69.87643,70.05078,70.22642,70.042755,69.85953
-85.794174,-85.401,-85.00726,-84.39853,-83.789444,-83.890495,-83.99132
29.317045,29.20305,29.08908,28.81921,28.548948,27.883766,27.218481
15.096218,15.235936,15.375927,15.584648,15.793414,15.764246,15.734164
28.42754,27.802576,27.176466,26.927427,26.677065,27.376528,28.075287
68.434425,68.63154,68.82932,69.458626,70.08949,70.860954,71.6314
-12.406624,-13.033011,-13.659817,-14.206998,-14.7549715,-15.472398,-16.190142
-20.404156,-20.397465,-20.39162,-21.301247,-22.209677,-22.04216,-21.874825
-47.658783,-47.926815,-48.194653,-48.210426,-48.22544,-48.026703,-47.82841
-39.339386,-39.578304,-39.81697,-40.408184,-41.00088,-40.878754,-40.758297
17.038568,16.867855,16.697199,16.518234,16.339334,16.214876,16.088923
42.545567,42.613266,42.679405,42.456276,42.233814,42.109642,41.985588
-61.607857,-61.74453,-61.880318,-61.121025,-60.36236,-59.843887,-59.32405
19.767862,19.65271,19.536036,19.48115,19.42771,19.52204,19.615822
-83.52427,-82.88209,-82.23885,-82.27326,-82.3079,-82.33454,-82.36158
-24.612087,-24.5058,-24.399858,-23.670158,-22.94054,-21.95262,-20.965021
2.246279,1.7935965,1.3413279,1.7096236,2.0768378,2.1170313,2.1587508
37.796806,37.501175,37.205082,36.43033,35.657333,36.09408,36.530315
0.26032448,0.7282233,1.1964083,1.554636,1.9142036,2.3886576,2.862997
16.741587,16.925695,17.109846,16.72604,16.342657,16.220633,16.098457
-14.170413,-14.118882,-14.068494,-14.447919,-14.828494,-14.576427,-14.323882
55.296547,55.071247,54.845425,54.390316,53.93602,53.719025,53.501614
38.578674,38.65489,38.731033,38.155037,37.580467,37.829453,38.078766
-33.226467,-33.10642,-32.986446,-33.722332,-34.45735,-34.680008,-34.903446
-69.08922,-68.83546,-68.58087,-67.90584,-67.230965,-67.2777,-67.32438
27.243053,27.345633,27.44767,27.130535,26.813065,26.785532,26.758377
-2.5168996,-2.2834258,-2.0494409,-1.7382169,-1.4272847,-1.0250401,-0.62246084
-29.649954,-29.978924,-30.308525,-30.586174,-30.86409,-30.574177,-30.284237
82.54286,82.86481,83.18778,82.99585,82.80532,82.20853,81.612915
45.746933,45.298344,44.849285,44.77703,44.70549,44.612522,44.519222
20.613523,20.657991,20.702135,20.606209,20.510864,20.90655,21.302683
-87.67973,-88.24916,-88.81704,-89.28099,-89.74543,-89.783615,-89.823616
-27.607565,-28.375528,-29.143433,-29.392532,-29.642273,-29.583763,-29.525814
-65.88317,-65.88259,-65.88092,-65.3059,-64.72979,-63.936478,-63.144627
-135.50406,-135.33601,-135.1675,-135.0613,-134.95601,-135.04509,-135.13432
-2.7779899,-3.107024,-3.4344676,-3.348451,-3.263104,-2.9713802,-2.681865
-91.99765,-92.04604,-92.09318,-92.23758,-92.38278,-92.272026,-92.16246
48.66459,49.100918,49.537094,49.19343,48.850964,49.201202,49.551323
-10.26461,-10.399933,-10.535404,-10.655814,-10.7765465,-11.119917,-11.463547
-54.00163,-53.715397,-53.427994,-53.064167,-52.70223,-52.803078,-52.903217
16.180502,15.96534,15.752072,16.108631,16.464485,16.318375,16.171732
-50.30958,-49.988297,-49.66524,-49.92236,-50.181904,-50.563118,-50.942886
-15.87773,-15.978602,-16.081177,-15.651066,-15.221132,-15.249885,-15.277875
-11.415422,-11.501648,-11.589043,-12.1377125,-12.686495,-12.985582,-13.286013
-15.989917,-16.057856,-16.126223,-16.281042,-16.437366,-15.449797,-14.461945
6.4122405,6.196729,5.9788184,5.451672,4.923161,5.194726,5.4660797
-46.486305,-46.3205,-46.152462,-45.30688,-44.462715,-43.857048,-43.250248
4.3279185,4.22035,4.112203,3.8720653,3.6323137,3.255297,2.8784397
-45.337116,-44.49673,-43.656433,-42.833927,-42.011967,-41.737804,-41.46406
-13.823,-14.0050745,-14.186296,-14.842815,-15.498153,-15.366669,-15.236078
29.193817,29.206566,29.220062,29.52238,29.824865,28.857803,27.891582
-42.230873,-42.277225,-42.323223,-42.06895,-41.815453,-41.226746,-40.636654
86.640144,86.39185,86.14594,87.077644,88.009834,88.31952,88.62907
25.609661,25.329153,25.048523,24.967186,24.886398,25.353508,25.820831
13.984145,13.828635,13.672734,13.954297,14.237786,13.597175,12.95671
20.774578,20.709364,20.644459,20.700047,20.755249,21.145601,21.53667
6.1507206,5.7350283,5.319583,4.868827,4.418108,4.373186,4.328124
-50.508396,-50.097805,-49.689205,-49.344944,-49.00145,-48.57653,-48.15112
1.8954968,1.8794923,1.8639445,1.9110589,1.9577956,1.8247523,1.6922164
-14.499313,-14.473585,-14.447041,-14.014953,-13.584438,-13.403823,-13.222343
-38.63228,-38.694157,-38.754864,-38.754704,-38.755547,-39.621765,-40.48909
-53.855038,-53.78518,-53.71583,-53.444847,-53.173176,-52.58265,-51.99116
-39.363567,-39.21504,-39.065144,-38.587048,-38.10918,-38.281727,-38.456066
-6.9762917,-7.416181,-7.856414,-8.361346,-8.865328,-9.07251,-9.280153
91.02662,90.76043,90.49277,90.10871,89.723785,90.160866,90.59651
-29.527136,-29.89219,-30.257158,-30.764952,-31.272568,-31.412508,-31.553003
-29.038767,-28.788685,-28.537766,-28.784317,-29.03009,-29.578602,-30.127254
-27.212994,-26.832846,-26.454176,-26.48026,-26.506582,-26.106768,-25.705938
45.869205,45.926952,45.985775,45.531372,45.07496,45.254673,45.43462
76.60699,76.796234,76.98571,76.79413,76.6007,76.27569,75.95176
-36.91062,-36.703953,-36.497208,-36.266357,-36.034832,-36.315033,-36.594997
-2.1842186,-2.184353,-2.1855938,-2.1412842,-2.0969174,-1.8810416,-1.6635772
52.655815,52.695717,52.73577,52.27058,51.806656,51.39804,50.990868
-33.09941,-33.0116,-32.92314,-32.612476,-32.301426,-32.703182,-33.10473
54.352,54.289104,54.22642,54.76547,55.305763,55.48026,55.653656
-52.39158,-53.094666,-53.796383,-53.519264,-53.240784,-53.95455,-54.668236
-107.83273,-107.80342,-107.773254,-107.70223,-107.63218,-107.6901,-107.74801
-3.222449,-3.4264839,-3.6298625,-3.6219099,-3.6119869,-2.9804943,-2.3493898
44.995876,45.090122,45.185116,45.59861,46.01236,46.576313,47.139763
4.339454,4.2000084,4.0616684,5.5078797,6.954049,7.548334,8.143104
-68.8009,-68.74849,-68.69618,-68.11005,-67.5224,-67.52746,-67.53235
7.0760446,6.890599,6.704869,6.6676297,6.6295238,6.351893,6.075113
7.5721326,7.4929833,7.411764,7.100833,6.791279,6.210859,5.6317015
-32.62127,-33.042633,-33.46299,-33.996876,-34.532314,-34.12872,-33.72608
-23.375875,-23.226038,-23.077301,-23.083235,-23.0907,-22.433187,-21.775436
-6.2871156,-6.4357133,-6.585092,-6.34162,-6.0975833,-6.106583,-6.1153502
-33.416946,-33.607426,-33.79732,-33.2806,-32.76353,-32.82573,-32.887547
28.408041,28.091974,27.775211,27.239616,26.702808,25.890676,25.078913
-57.116783,-56.614944,-56.113396,-55.79999,-55.488575,-54.855003,-54.22292
88.55148,88.496025,88.44123,88.29182,88.144356,88.4417,88.73928
-61.233208,-61.498222,-61.76301,-61.5126,-61.260475,-60.957256,-60.653664
38.77285,38.086555,37.400066,37.548717,37.698868,37.778725,37.858036
-1.3235526,-1.2220726,-1.1230454,-0.64811176,-0.1717815,-0.2241189,-0.27563307
13.753625,14.2987175,14.842918,15.447259,16.052517,17.058607,18.064657
27.22574,27.496288,27.767084,27.542755,27.318514,27.404184,27.490057
-1.2844363,-1.4344231,-1.5839254,-1.7356268,-1.8877417,-2.0883465,-2.2893744
-8.5860815,-8.577512,-8.568434,-8.530634,-8.492825,-8.50098,-8.5101185
-23.127914,-23.062634,-22.99686,-22.90939,-22.823515,-22.466335,-22.111305
-33.605377,-33.959343,-34.31274,-34.79131,-35.269016,-35.71503,-36.160816
-15.19541,-15.09849,-15.001421,-15.269115,-15.538319,-15.575104,-15.611619
37.660713,37.7184,37.774532,37.449203,37.124588,37.397903,37.671494
-12.220209,-12.779721,-13.339377,-14.026941,-14.7164545,-14.718043,-14.718402
47.43093,47.197,46.9627,46.76734,46.57122,46.49461,46.41835
2.2906437,2.644761,2.9992542,3.1084328,3.2162266,3.8932085,4.5689545
1.2212925,1.7364521,2.2520657,2.164713,2.0785542,1.5667114,1.054573
-51.464436,-51.112034,-50.759026,-50.947376,-51.13529,-51.05222,-50.969936
18.901278,18.511917,18.12166,17.483976,16.84659,17.260202,17.672962
60.67609,60.75554,60.836117,60.084354,59.33243,59.040512,58.75073
-4.0845346,-4.6677427,-5.2507553,-5.0977488,-4.945369,-4.5252132,-4.1056976
-7.2452846,-6.9886255,-6.7334886,-7.3058615,-7.8780513,-7.7202005,-7.5621834
-6.424043,-5.977553,-5.532493,-5.403485,-5.2752748,-5.030933,-4.786016
48.435696,48.10377,47.76966,47.685547,47.60272,47.27106,46.93907
-6.859423,-6.342426,-5.8249955,-5.810533,-5.7969565,-6.10132,-6.406119
10.917032,10.6921625,10.467351,10.525866,10.583204,10.57052,10.55876
-14.288734,-13.960739,-13.631529,-13.091788,-12.552479,-12.397153,-12.241174
40.404636,40.02956,39.654392,39.39861,39.14301,37.985226,36.827988
22.598978,22.71933,22.83874,23.527311,24.21524,24.261326,24.308798
20.23976,20.02914,19.816223,19.545885,19.274643,18.904203,18.534618
-41.519367,-41.101536,-40.68428,-40.680523,-40.677437,-41.33001,-41.98181
-50.5276,-50.17899,-49.830185,-49.517666,-49.204296,-48.70039,-48.19509
-22.17939,-22.710207,-23.241362,-23.58935,-23.937586,-24.238773,-24.539236
-79.64076,-79.553604,-79.466194,-78.79899,-78.1341,-77.801674,-77.47104
45.584015,45.53864,45.49294,45.69499,45.895176,45.380714,44.865753
16.12766,16.294186,16.459297,16.638628,16.81974,16.581997,16.345634
-22.629969,-22.967943,-23.306236,-23.732561,-24.158487,-24.077303,-23.995773
-75.885895,-76.121994,-76.357414,-75.60707,-74.857735,-74.60621,-74.35587
-3.1143088,-3.3357577,-3.5579839,-4.3537946,-5.1490793,-5.29186,-5.4342923
51.886063,51.81385,51.742462,51.444283,51.14656,50.803307,50.460064
33.45241,33.615505,33.778294,33.643055,33.508694,33.73483,33.962494
10.829602,11.064288,11.298304,11.481361,11.663755,11.687816,11.7113495
31.761776,31.586613,31.411627,31.304605,31.197378,31.012775,30.827919
-7.2785277,-7.3220725,-7.3659234,-7.0014358,-6.637785,-5.777059,-4.9146233
-2.465675,-2.831528,-3.199031,-4.1694064,-5.1408896,-5.253781,-5.365669
95.059395,95.01796,94.97701,94.95756,94.93863,95.08294,95.22677
-8.954294,-9.005856,-9.057644,-8.904563,-8.752541,-8.719713,-8.687326
133.00226,132.93845,132.87416,132.3126,131.75056,131.05249,130.3538
-25.69972,-25.167229,-24.633902,-24.78199,-24.929344,-24.855545,-24.781351
-44.076733,-44.023678,-43.97154,-43.253178,-42.536716,-42.4147,-42.29396
-53.45409,-54.28105,-55.106495,-55.630444,-56.154827,-56.725983,-57.298363
-59.233887,-58.909504,-58.583946,-58.168465,-57.753624,-57.795746,-57.83777
