2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
8.9,9.5,11.2,11.2,11.4,12.2,15.6,112.6,97.5,92.7,83.0,77.0,44.7,42.1,82.65,83.03,83.41,83.08,82.74,81.99,81.25,49.51,50.94,52.37,50.27,48.17,48.22,48.28,76.06,74.5,72.94,68.68,64.43,58.98,53.53,90.0,88.73,87.46,87.66,87.87,86.38,84.88,65.27,66.64,68.0,65.79,63.58,56.54,49.49,38.3,33.48,28.65,27.24,25.82,24.4,22.98,85.96,86.6,87.23,85.54,83.86,83.14,82.43,65.04,64.96,64.88,64.92,64.95,64.8,64.64,64.25,60.62,56.99,57.77,58.55,58.68,58.82,63.23,62.76,62.3,59.58,56.86,61.72,66.58,73.64,73.16,72.68,72.08,71.47,71.65,71.83,29.74,29.56,29.39,21.33,13.28,15.36,17.44,49.6,55.35,61.1,57.61,54.12,38.48,22.85,49.38,43.65,37.92,36.39,34.87,36.99,39.12
8.2,11.1,11.2,11.3,13.5,12.4,13.8,26.0,22.0,47.5,41.3,40.9,13.7,13.2,14.84,14.18,13.53,15.63,17.73,19.1,20.46,80.74,79.75,78.76,77.71,76.66,76.58,76.51,82.65,85.72,88.79,90.1,91.4,91.4,91.41,70.74,64.82,58.9,68.46,78.03,81.46,84.88,82.43,76.17,69.91,70.58,71.25,78.08,84.91,95.89,96.18,96.47,96.45,96.43,96.44,96.44,76.41,76.57,76.73,76.52,76.31,71.16,66.01,79.5,79.28,79.05,78.72,78.38,77.92,77.47,81.92,84.15,86.37,86.53,86.69,85.84,84.98,32.12,24.38,16.65,17.1,17.54,19.86,22.18,73.13,72.9,72.68,78.24,83.79,84.54,85.3,75.17,72.26,69.34,74.45,79.56,70.21,60.85,48.42,51.68,54.95,61.64,68.32,70.54,72.76,57.59,40.64,23.69,14.71,5.73,10.41,15.09
10.0,11.3,13.2,14.0,14.9,15.2,17.5,71.9,59.6,65.6,62.6,59.5,22.8,19.2,43.46,43.76,44.06,43.64,43.23,45.64,48.06,16.56,13.84,11.11,9.71,8.31,7.75,7.19,47.28,46.18,45.08,54.52,63.95,63.36,62.76,64.85,73.84,82.84,83.16,83.48,72.94,62.41,71.76,64.12,56.48,57.29,58.1,59.2,60.31,97.52,97.32,97.13,96.92,96.72,96.4,96.09,94.68,94.22,93.76,94.88,95.99,95.75,95.51,87.65,87.81,87.97,88.2,88.44,88.58,88.73,37.85,34.11,30.37,30.33,30.28,32.87,35.46,80.9,82.38,83.86,85.54,87.23,87.49,87.75,89.08,85.82,82.55,84.84,87.14,87.9,88.67,77.94,73.64,69.34,64.2,59.06,54.15,49.24,70.93,69.64,68.35,76.48,84.62,85.02,85.42,34.54,40.35,46.16,58.54,70.92,75.42,79.92
7.2,7.9,8.9,9.6,9.2,9.4,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.29,86.62,82.94,77.08,71.22,72.02,72.82,38.62,37.73,36.84,31.28,25.72,18.24,10.76,99.75,99.46,99.17,97.48,95.8,95.48,95.16,96.34,95.7,95.07,95.05,95.03,96.04,97.04,97.61,97.86,98.12,98.48,98.85,96.69,94.53,92.96,94.9,96.85,97.39,97.93,98.08,98.22,99.94,99.97,100.0,99.98,99.97,99.98,100.0,98.38,98.43,98.47,98.54,98.6,98.6,98.6,97.45,97.1,96.75,96.24,95.73,97.46,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97,99.96,99.94,99.92,99.9,99.9,99.9,34.8,26.17,17.54,18.07,18.59,56.79,95.0,49.92,37.68,25.44,36.28,47.12,71.47,95.83,38.81,35.89,32.98,59.2,85.41,88.55,91.69
10.7,12.1,13.9,14.4,13.4,12.5,18.4,107.5,93.3,90.5,83.2,73.2,32.9,29.3,70.42,70.74,71.06,71.84,72.62,72.72,72.82,32.12,30.76,29.39,28.44,27.48,25.47,23.46,71.28,70.6,69.91,69.03,68.15,61.56,54.96,90.7,87.58,84.46,87.44,90.42,92.52,94.62,65.87,64.2,62.53,58.09,53.65,49.44,45.23,66.83,67.06,67.3,67.08,66.86,65.67,64.48,81.63,82.03,82.43,79.92,77.4,78.45,79.5,66.16,66.16,66.16,66.38,66.6,66.75,66.9,73.58,75.03,76.47,74.17,71.86,70.78,69.7,78.16,76.67,75.17,73.74,72.3,73.48,74.67,65.71,68.53,71.35,68.54,65.74,67.1,68.46,60.17,59.09,58.01,56.21,54.41,54.02,53.63,43.27,43.96,44.64,48.49,52.34,54.8,57.26,83.25,82.92,82.59,66.32,50.06,49.8,49.55
13.5,12.3,16.2,14.7,17.6,17.1,24.5,85.6,78.2,81.5,73.8,67.4,32.4,32.4,88.16,88.67,89.18,88.68,88.19,86.7,85.2,33.17,29.19,25.21,25.93,26.65,27.26,27.88,51.19,53.28,55.36,54.12,52.87,44.5,36.12,73.07,79.94,86.82,77.73,68.64,41.36,14.07,50.08,60.0,69.91,71.74,73.58,66.52,59.45,14.74,10.4,6.05,5.73,5.41,5.67,5.92,80.96,79.94,78.92,78.7,78.48,76.54,74.6,67.72,68.1,68.48,68.61,68.74,68.62,68.49,49.35,49.35,49.35,47.38,45.4,44.18,42.97,39.57,39.59,39.61,34.7,29.8,33.01,36.22,63.55,62.4,61.25,62.2,63.16,64.3,65.44,57.15,58.5,59.85,47.78,35.72,27.79,19.86,92.1,84.5,76.89,78.83,80.77,58.68,36.6,26.81,25.25,23.69,41.12,58.54,70.1,81.67
11.5,11.1,12.7,13.6,13.0,14.3,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.15,72.33,85.51,74.78,64.06,60.32,56.59,38.62,42.72,46.83,53.06,59.28,51.24,43.19,11.17,17.86,24.55,37.3,50.06,31.6,13.14,40.31,61.13,81.95,84.53,87.11,92.58,98.06,15.09,12.08,9.07,14.14,19.2,21.39,23.58,1.69,1.73,1.78,0.89,0.0,0.0,0.0,35.98,36.14,36.29,18.14,0.0,0.0,0.0,70.71,67.92,65.14,66.6,68.07,69.49,70.91,63.93,63.32,62.72,55.51,48.3,54.29,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,33.67,17.48,15.48,13.47,11.24,9.01,32.73,21.74,10.76,5.84,0.92,14.22,27.53,3.53,18.95,34.38,46.88,59.38,67.39,75.4,35.5,22.3,9.11,38.71,68.31,65.55,62.79
12.5,13.6,16.3,17.5,16.7,16.2,20.5,4.9,1.9,2.1,1.3,0.0,12.3,8.5,38.3,37.8,37.31,35.29,33.27,33.22,33.16,41.74,37.6,33.46,36.21,38.97,38.74,38.51,63.13,61.44,59.76,56.03,52.29,59.64,67.0,50.11,69.37,88.63,86.06,83.48,82.78,82.08,85.32,84.56,83.79,71.74,59.69,57.76,55.82,96.56,96.44,96.31,96.2,96.08,95.97,95.86,77.01,80.56,84.11,85.92,87.74,88.88,90.01,58.93,59.18,59.44,59.61,59.79,59.72,59.64,74.37,73.04,71.7,73.05,74.4,72.91,71.42,20.85,20.63,20.41,12.14,3.88,6.96,10.03,76.19,80.3,84.4,84.38,84.37,85.02,85.68,12.0,16.19,20.38,34.42,48.46,68.31,88.16,8.88,21.24,33.59,36.6,39.61,50.34,61.08,19.33,20.51,21.68,18.26,14.84,16.67,18.49
9.8,9.5,10.1,10.2,11.6,12.0,12.7,35.0,29.6,33.2,31.7,18.7,18.2,16.5,86.41,86.68,86.95,86.74,86.53,86.84,87.14,48.55,44.73,40.91,38.78,36.64,39.34,42.04,33.24,33.2,33.17,38.3,43.44,44.47,45.51,87.14,90.3,93.47,93.39,93.31,90.86,88.42,54.76,61.83,68.9,70.86,72.81,73.94,75.08,36.39,39.35,42.31,38.44,34.57,33.07,31.57,87.2,87.46,87.71,87.95,88.19,85.31,82.43,80.1,80.49,80.87,80.99,81.12,80.96,80.81,69.95,69.2,68.45,71.08,73.7,74.28,74.86,65.97,55.59,45.21,36.6,27.98,18.32,8.66,71.89,68.34,64.79,69.15,73.51,79.12,84.72,36.52,38.19,39.86,43.32,46.77,50.2,53.63,21.71,19.94,18.18,13.36,8.53,18.4,28.26,16.17,21.02,25.88,26.0,26.11,36.76,47.42
11.8,14.0,17.0,17.9,17.3,17.7,20.3,76.8,67.4,67.3,56.5,49.7,28.3,27.4,77.08,75.47,73.86,74.58,75.29,74.06,72.82,57.12,56.82,56.51,57.9,59.28,60.2,61.11,61.25,57.56,53.87,58.62,63.38,75.42,87.46,72.84,72.08,71.31,72.82,74.34,80.34,86.35,91.44,90.24,89.05,80.55,72.05,66.18,60.31,62.3,62.24,62.18,61.38,60.59,60.16,59.74,75.14,70.1,65.07,55.74,46.42,50.77,55.12,64.85,64.76,64.66,64.28,63.9,63.41,62.92,89.68,89.19,88.7,88.64,88.57,90.16,91.76,28.37,28.54,28.72,28.35,27.98,28.54,29.09,63.55,58.02,52.5,60.01,67.53,69.36,71.2,69.79,54.82,39.86,34.99,30.12,37.17,44.21,29.7,24.62,19.55,41.77,63.99,76.12,88.26,89.88,88.43,86.98,87.14,87.29,91.62,95.96
8.3,9.1,10.4,11.2,10.7,11.0,14.2,0.0,0.0,0.0,0.0,0.0,43.3,42.8,5.16,7.96,10.76,12.1,13.44,7.54,1.65,99.46,99.35,99.24,99.12,99.01,99.4,99.78,4.08,5.26,6.43,5.12,3.82,48.1,92.39,95.38,95.03,94.68,58.36,22.03,59.92,97.8,98.98,89.65,80.32,65.66,51.0,54.74,58.47,63.2,65.16,67.11,65.7,64.28,63.56,62.83,94.08,95.92,97.77,94.02,90.26,85.36,80.46,81.63,80.32,79.02,77.54,76.06,71.28,66.49,66.13,69.22,72.3,69.88,67.46,74.47,81.48,0.0,7.75,15.5,15.31,15.12,7.56,0.0,56.19,67.16,78.13,71.65,65.17,76.16,87.14,13.34,6.67,0.0,0.0,0.0,2.24,4.49,0.73,0.44,0.16,0.14,0.13,0.06,0.0,19.33,20.94,22.54,34.72,46.91,24.03,1.15
14.0,12.1,13.4,14.6,13.9,14.4,23.8,102.0,93.1,85.5,77.4,71.0,78.7,70.3,63.64,65.88,68.13,69.68,71.22,73.91,76.61,17.7,16.79,15.89,15.16,14.42,14.13,13.84,78.26,76.76,75.26,73.81,72.36,72.62,72.88,79.66,76.41,73.16,66.82,60.49,65.35,70.21,44.73,39.05,33.37,34.83,36.29,40.76,45.23,86.47,86.2,85.93,85.98,86.02,86.04,86.06,88.98,89.54,90.1,90.05,90.0,91.14,92.27,91.95,92.01,92.07,92.14,92.2,92.26,92.33,11.65,11.74,11.84,12.21,12.58,13.72,14.86,89.53,89.36,89.18,88.1,87.01,86.2,85.39,65.93,67.38,68.83,69.61,70.39,73.07,75.75,86.47,84.21,81.95,81.1,80.26,78.13,76.0,91.63,89.72,87.81,89.38,90.96,91.9,92.84,69.91,63.45,56.99,55.21,53.44,58.93,64.42
6.2,6.3,7.7,7.8,7.4,7.6,10.5,3.3,1.6,34.6,24.6,19.2,0.0,0.0,74.75,85.02,95.29,96.69,98.09,98.78,99.46,74.21,70.54,66.86,56.06,45.27,28.25,11.23,47.76,63.39,79.02,87.08,95.13,95.49,95.86,88.35,91.85,95.35,96.36,97.36,98.24,99.11,90.51,92.84,95.16,96.54,97.93,94.06,90.2,4.36,4.28,4.2,4.28,4.36,5.14,5.92,95.29,95.34,95.38,94.12,92.87,91.44,90.01,99.84,99.7,99.55,99.63,99.71,99.71,99.71,50.02,50.83,51.64,46.11,40.59,47.76,54.93,21.33,28.48,35.63,24.66,13.69,6.84,0.0,90.35,92.24,94.14,95.05,95.96,96.48,97.01,79.59,83.65,87.71,91.15,94.59,89.64,84.69,68.51,80.26,92.01,95.06,98.12,96.76,95.39,83.92,91.53,99.14,97.76,96.37,92.84,89.31
8.4,8.2,10.6,10.7,10.3,11.7,14.3,92.9,83.4,79.7,75.4,72.4,44.0,44.0,94.33,94.78,95.22,95.22,95.22,95.18,95.13,21.87,21.04,20.22,19.36,18.5,18.7,18.91,75.61,76.89,78.16,82.85,87.55,84.12,80.68,94.84,94.86,94.87,95.08,95.29,94.96,94.62,75.96,68.02,60.08,54.57,49.06,52.44,55.82,22.32,19.89,17.45,16.35,15.25,15.47,15.69,89.88,89.91,89.94,88.84,87.74,88.22,88.7,98.54,98.52,98.5,98.52,98.54,98.5,98.47,67.21,66.02,64.82,62.05,59.28,59.05,58.82,53.8,46.23,38.65,37.95,37.25,25.36,13.46,95.99,95.91,95.83,95.68,95.54,94.27,93.0,83.41,81.56,79.72,77.35,74.98,73.95,72.92,93.41,87.6,81.79,85.99,90.19,89.81,89.43,34.54,38.48,42.41,43.66,44.9,35.16,25.43
10.1,9.5,11.4,10.9,12.9,11.2,15.4,92.7,90.9,90.9,84.4,76.1,40.5,37.3,89.4,89.44,89.49,89.3,89.11,89.22,89.34,14.65,14.72,14.8,14.23,13.66,13.0,12.35,26.58,26.95,27.32,24.86,22.39,24.56,26.73,87.65,85.54,83.44,83.46,83.48,86.58,89.69,14.45,14.74,15.03,11.99,8.95,9.44,9.93,46.1,47.38,48.65,44.96,41.26,40.0,38.73,84.91,84.83,84.75,84.84,84.94,85.98,87.01,64.47,64.7,64.92,65.32,65.71,66.31,66.9,80.32,80.53,80.74,80.05,79.37,78.37,77.37,49.32,50.46,51.61,50.54,49.47,52.34,55.22,65.93,66.14,66.35,66.47,66.6,67.04,67.47,8.44,9.09,9.74,7.64,5.54,5.33,5.12,63.04,66.32,69.6,68.31,67.02,69.89,72.76,42.73,42.57,42.41,35.82,29.24,25.6,21.96
7.5,7.2,8.6,8.7,7.9,8.1,11.4,34.2,30.3,30.2,29.9,24.8,10.9,10.8,6.14,4.38,2.61,4.84,7.07,7.62,8.18,26.77,24.2,21.62,21.06,20.5,20.15,19.8,64.31,60.48,56.64,51.58,46.53,49.44,52.36,32.92,21.06,9.2,17.62,26.04,26.82,27.59,80.01,83.13,86.25,88.3,90.35,80.39,70.43,99.78,99.76,99.75,99.84,99.94,99.86,99.78,80.29,74.66,69.02,66.06,63.1,67.93,72.76,83.57,84.21,84.85,85.46,86.06,85.25,84.44,58.87,61.32,63.77,64.68,65.58,61.04,56.49,4.81,6.08,7.35,7.9,8.44,9.24,10.03,94.68,91.85,89.02,89.13,89.24,90.29,91.34,61.76,54.55,47.34,55.79,64.25,54.23,44.21,17.22,46.46,75.71,54.09,32.47,47.52,62.57,20.25,16.08,11.91,17.62,23.34,46.74,70.15
6.4,7.0,7.4,7.5,7.6,7.4,9.9,76.4,66.4,58.0,54.3,43.6,24.1,23.2,17.7,21.03,24.36,29.28,34.19,39.08,43.98,30.02,26.56,23.11,19.07,15.03,13.97,12.92,84.85,86.33,87.81,80.52,73.22,71.03,68.84,97.87,97.82,97.77,94.35,90.93,92.03,93.13,89.62,82.33,75.04,59.76,44.48,36.21,27.94,98.44,98.32,98.19,98.3,98.41,98.7,98.98,91.75,92.01,92.26,93.34,94.43,95.62,96.82,93.95,93.94,93.92,94.08,94.24,94.35,94.46,67.21,64.96,62.72,65.09,67.46,67.94,68.43,10.32,27.0,43.68,42.7,41.71,42.08,42.46,95.45,93.32,91.18,92.24,93.31,94.57,95.83,78.83,63.8,48.77,49.4,50.02,57.06,64.1,89.65,93.24,96.82,89.34,81.85,84.75,87.65,17.06,15.93,14.8,22.02,29.24,25.6,21.96
12.8,12.4,11.8,13.3,13.9,16.1,13.3,88.3,79.9,76.3,69.9,65.5,24.3,20.7,94.01,93.9,93.79,94.12,94.46,94.7,94.94,8.15,8.26,8.37,7.02,5.67,4.82,3.98,35.94,36.72,37.5,37.6,37.71,31.28,24.86,83.38,81.56,79.75,77.98,76.22,81.66,87.11,22.32,22.18,22.03,21.22,20.41,18.55,16.68,23.85,24.69,25.53,23.68,21.84,20.48,19.13,88.7,88.89,89.08,87.32,85.55,83.52,81.48,72.11,72.24,72.37,73.26,74.15,75.95,77.75,68.83,67.73,66.63,66.36,66.09,63.94,61.78,50.68,48.96,47.25,45.21,43.17,52.33,61.49,64.57,63.8,63.04,61.13,59.22,63.34,67.47,13.34,14.26,15.19,17.45,19.71,17.28,14.86,73.96,73.02,72.08,70.9,69.72,76.94,84.15,60.74,56.65,52.56,61.12,69.68,63.8,57.92
6.7,8.5,8.0,9.4,8.9,8.6,12.1,76.6,71.4,65.4,59.0,53.4,28.8,29.5,63.99,63.86,63.74,64.78,65.81,66.74,67.66,65.62,66.58,67.53,62.36,57.18,55.09,52.99,9.96,6.16,2.36,1.91,1.46,3.7,5.95,85.86,74.39,62.91,57.36,51.8,51.06,50.32,28.18,39.12,50.05,40.12,30.18,26.88,23.58,32.98,30.61,28.24,23.37,18.5,17.1,15.69,85.99,81.34,76.7,77.05,77.4,80.2,83.0,63.74,64.26,64.79,65.25,65.71,65.72,65.72,37.22,37.2,37.19,37.92,38.65,31.31,23.97,77.87,79.68,81.5,80.46,79.43,75.72,72.02,25.21,17.54,9.87,10.76,11.65,10.33,9.01,6.08,6.56,7.04,8.12,9.2,7.16,5.12,14.33,23.4,32.47,36.04,39.61,31.23,22.85,11.11,16.4,21.68,25.46,29.24,33.44,37.65
6.4,7.0,8.0,8.6,8.2,8.4,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.94,95.05,93.16,94.19,95.22,96.58,97.93,15.19,24.92,34.64,60.23,85.83,90.66,95.48,91.53,88.33,85.13,45.18,5.22,48.81,92.39,98.41,94.97,91.53,92.42,93.31,96.26,99.2,0.89,44.74,88.6,91.3,94.01,73.47,52.93,4.71,6.43,8.15,8.76,9.36,18.11,26.86,99.62,99.76,99.9,99.78,99.65,99.8,99.94,97.64,97.38,97.13,98.2,99.27,99.6,99.94,15.7,16.3,16.91,16.2,15.5,20.0,24.51,58.07,29.04,0.0,0.0,0.0,0.0,0.0,98.34,99.09,99.84,99.92,100.0,100.0,100.0,64.34,62.1,59.85,65.48,71.12,35.56,0.0,0.38,2.04,3.69,5.52,7.35,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,7.4,8.5,9.1,8.7,9.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.23,32.6,21.97,35.51,49.06,73.04,97.01,96.94,97.54,98.15,98.44,98.73,98.08,97.42,14.93,19.74,24.55,24.41,24.27,15.11,5.95,40.46,35.98,31.49,15.74,0.0,0.0,0.0,88.98,93.48,97.99,98.82,99.65,82.82,65.98,84.88,86.93,88.98,86.23,83.48,85.7,87.91,81.09,78.66,76.22,63.67,51.13,25.56,0.0,49.25,51.99,54.73,54.14,53.55,47.94,42.33,61.45,58.42,55.4,43.91,32.41,47.41,62.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.29,82.19,86.09,83.05,80.01,46.5,12.99,22.03,36.98,51.93,71.45,90.96,70.75,50.54,6.84,3.65,0.45,0.22,0.0,0.0,0.0,1.11,2.44,3.76,12.15,20.54,36.13,51.72
11.4,14.5,13.8,16.5,15.9,15.6,19.8,99.0,85.2,80.6,76.1,74.8,43.2,39.4,14.26,14.81,15.35,16.54,17.73,17.73,17.73,96.63,96.55,96.47,96.01,95.54,94.88,94.21,50.53,53.58,56.64,48.13,39.62,39.74,39.85,86.21,87.64,89.08,82.65,76.22,78.68,81.13,78.16,78.79,79.43,78.53,77.62,71.16,64.7,74.18,73.92,73.67,72.35,71.03,70.08,69.13,81.76,83.03,84.3,81.39,78.48,77.35,76.23,69.5,69.6,69.69,69.9,70.11,70.27,70.43,71.03,71.86,72.68,73.19,73.7,76.36,79.03,65.49,65.04,64.6,60.16,55.71,60.36,65.02,38.05,45.72,53.39,49.5,45.62,46.01,46.4,17.13,24.22,31.3,24.2,17.1,15.36,13.62,33.75,46.54,59.34,62.32,65.3,60.32,55.35,43.52,55.82,68.13,57.52,46.91,42.28,37.65
8.0,9.4,10.0,10.8,11.0,10.6,14.5,74.5,67.6,59.8,55.1,50.4,24.4,18.9,2.61,3.47,4.33,13.93,23.53,17.13,10.73,97.96,98.52,99.08,98.33,97.58,96.72,95.86,76.06,73.24,70.42,76.74,83.06,83.98,84.91,4.49,18.24,32.0,32.79,33.59,56.18,78.77,71.76,76.95,82.14,86.24,90.35,88.8,87.24,37.95,34.72,31.49,26.66,21.84,14.92,7.99,84.5,85.47,86.44,86.0,85.55,79.16,72.76,64.06,63.54,63.01,64.69,66.38,65.83,65.28,67.56,67.94,68.32,73.46,78.61,77.6,76.58,30.37,22.84,15.31,9.6,3.88,11.86,19.83,67.56,68.76,69.95,69.39,68.83,72.72,76.61,13.34,17.7,22.06,26.09,30.12,33.94,37.75,60.97,58.15,55.33,61.82,68.32,39.24,10.15,58.8,48.36,37.92,25.8,13.69,15.57,17.44
7.4,8.1,9.2,10.0,9.5,9.8,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,12.24,24.13,57.82,91.5,52.46,13.43,76.44,43.56,10.67,14.26,17.86,10.2,2.55,3.79,1.95,0.1,6.1,12.1,55.38,98.66,80.07,81.83,83.6,41.8,0.0,0.0,0.0,4.39,2.2,0.0,10.2,20.41,25.69,30.97,2.48,1.24,0.0,0.0,0.0,0.0,0.0,93.22,84.22,75.23,80.58,85.93,90.91,95.89,60.94,61.53,62.11,56.62,51.13,54.12,57.1,57.91,63.48,69.05,60.66,52.28,45.57,38.86,71.12,68.23,65.33,51.29,37.25,18.62,0.0,74.05,76.09,78.13,70.64,63.16,77.81,92.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.99,12.42,23.85,46.24,68.62,14.23,14.98,15.73,47.72,79.71,86.86,94.02
4.4,4.8,5.5,5.9,5.6,5.8,7.5,2.5,2.1,26.8,21.9,18.3,1.2,1.6,42.41,29.85,17.29,12.46,7.64,4.09,0.54,33.17,42.18,51.19,61.41,71.63,84.1,96.56,90.16,83.58,77.01,75.11,73.22,79.62,86.03,89.3,80.94,72.59,42.41,12.23,6.12,0.0,59.22,41.32,23.43,56.78,90.13,93.9,97.68,89.78,91.5,93.22,89.74,86.25,86.01,85.77,95.64,96.21,96.78,97.1,97.42,96.48,95.54,94.94,94.64,94.33,94.17,94.01,93.49,92.97,94.33,94.22,94.11,93.26,92.42,81.92,71.42,34.67,40.26,45.85,46.93,48.01,37.5,26.99,97.58,98.2,98.82,97.76,96.69,91.44,86.19,69.79,49.59,29.39,31.6,33.81,48.96,64.1,3.95,2.31,0.67,2.96,5.25,10.38,15.5,95.61,96.45,97.29,83.48,69.68,35.97,2.26
7.1,7.7,7.8,9.3,9.4,9.7,10.8,73.9,71.5,65.8,59.9,56.7,26.2,23.6,76.35,76.67,76.98,78.12,79.27,79.34,79.41,12.23,12.29,12.35,10.94,9.52,9.28,9.04,90.39,88.96,87.52,90.53,93.54,90.38,87.21,96.05,95.49,94.94,95.26,95.57,96.68,97.8,46.74,47.52,48.3,46.86,45.43,38.77,32.11,84.46,85.0,85.55,85.06,84.56,84.88,85.2,90.96,90.75,90.54,85.83,81.12,83.22,85.33,98.12,98.15,98.19,98.24,98.28,98.25,98.22,33.91,34.54,35.18,34.15,33.11,33.56,34.02,79.05,79.78,80.52,81.24,81.95,84.16,86.38,93.47,91.12,88.76,87.95,87.14,89.14,91.15,83.86,84.98,86.09,85.31,84.53,81.08,77.63,95.35,94.1,92.84,91.29,89.75,93.54,97.33,77.3,82.36,87.42,88.76,90.1,80.12,70.15
