2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding
17.89,18.81,19.74,30.15,40.56,38.28,36.0
6.97,24.86,42.76,38.17,33.59,41.96,50.32
19.55,29.45,39.35,47.16,54.98,54.21,53.44
26.36,22.76,19.17,17.34,15.5,29.56,43.63
61.67,60.96,60.24,52.4,44.57,53.49,62.41
82.74,43.66,4.58,17.11,29.64,32.82,36.0
5.03,10.32,15.6,13.92,12.23,14.52,16.8
38.49,35.02,31.55,30.6,29.64,53.41,77.18
8.12,7.23,6.34,7.07,7.8,9.46,11.11
37.41,20.56,3.72,7.98,12.23,18.0,23.77
9.46,11.51,13.56,17.79,22.03,19.42,16.8
7.93,7.4,6.88,12.88,18.88,12.9,6.91
11.52,11.92,12.32,19.18,26.04,26.82,27.59
83.67,85.52,87.36,88.49,89.62,89.02,88.42
17.0,18.44,19.87,16.05,12.23,16.1,19.96
7.23,18.61,29.99,15.0,0.0,15.92,31.83
17.13,21.16,25.18,34.88,44.57,40.28,36.0
49.79,35.83,21.87,25.76,29.64,26.7,23.77
49.25,46.83,44.41,39.0,33.59,38.61,43.63
0.0,17.76,35.53,59.5,83.48,43.27,3.06
51.35,53.58,55.81,53.8,51.8,54.18,56.56
62.78,73.52,84.27,66.22,48.17,52.36,56.56
64.06,69.84,75.61,72.12,68.64,59.48,50.32
67.4,65.94,64.47,76.6,88.73,82.96,77.18
5.16,4.42,3.69,1.85,0.0,8.4,16.8
12.07,29.27,46.48,57.56,68.64,72.91,77.18
78.7,72.22,65.74,55.16,44.57,36.08,27.59
95.96,94.03,92.1,75.06,58.01,47.0,36.0
93.47,93.0,92.52,89.02,85.51,84.76,84.02
67.53,73.24,78.96,84.04,89.11,83.94,78.77
0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.91,33.84,26.77,33.66,40.56,52.7,64.83
96.21,95.97,95.73,90.62,85.51,88.35,91.18
50.62,70.34,90.07,85.48,80.9,88.5,96.09
33.97,27.18,20.38,11.8,3.22,1.61,0.0
70.26,69.9,69.53,71.01,72.49,69.96,67.44
73.35,71.81,70.26,65.38,60.49,61.45,62.41
0.0,12.66,25.31,32.94,40.56,23.04,5.51
56.64,65.3,73.96,73.23,72.49,66.04,59.58
2.52,2.9,3.28,1.64,0.0,1.0,2.01
67.43,62.7,57.98,49.27,40.56,42.1,43.63
0.0,0.0,0.0,7.75,15.5,19.63,23.77
66.54,56.56,46.58,47.38,48.17,45.9,43.63
61.73,52.84,43.94,47.87,51.8,47.72,43.63
44.09,43.44,42.79,24.23,5.67,18.75,31.83
47.02,37.66,28.3,28.97,29.64,34.94,40.23
48.39,35.66,22.92,29.98,37.03,45.24,53.44
26.97,27.35,27.73,24.88,22.03,26.93,31.83
50.78,50.5,50.21,41.9,33.59,34.8,36.0
27.28,52.53,77.78,55.69,33.59,30.59,27.59
83.51,87.34,91.18,78.7,66.22,62.9,59.58
99.43,99.4,99.36,99.41,99.46,99.21,98.95
74.18,65.04,55.91,52.04,48.17,49.24,50.32
82.9,85.34,87.77,84.34,80.9,72.87,64.83
85.42,83.89,82.36,80.94,79.53,84.28,89.02
37.66,46.37,55.08,60.65,66.22,58.27,50.32
73.96,74.93,75.9,76.06,76.22,78.68,81.13
81.25,75.66,70.07,38.93,7.8,5.84,3.88
69.37,63.42,57.47,65.9,74.34,73.35,72.37
97.33,97.08,96.82,96.3,95.77,93.64,91.5
74.05,64.39,54.73,73.54,92.36,90.02,87.68
98.89,98.82,98.76,98.79,98.82,98.04,97.26
58.07,33.48,8.88,7.28,5.67,18.75,31.83
95.54,96.02,96.5,95.82,95.13,94.88,94.62
72.72,74.18,75.64,66.82,58.01,69.57,81.13
23.72,30.71,37.7,31.87,26.04,38.18,50.32
18.78,13.97,9.17,15.6,22.03,22.9,23.77
75.71,78.18,80.64,83.08,85.51,85.93,86.35
46.48,48.66,50.84,49.5,48.17,45.9,43.63
73.32,70.58,67.84,48.74,29.64,32.82,36.0
87.49,90.21,92.93,92.46,91.98,86.06,80.14
81.12,77.12,73.13,73.74,74.34,77.24,80.14
62.24,57.54,52.85,41.24,29.64,47.24,64.83
77.52,73.88,70.23,73.23,76.22,75.88,75.53
88.32,89.02,89.72,90.07,90.42,90.8,91.18
34.89,20.31,5.73,17.69,29.64,41.54,53.44
46.26,62.75,79.24,85.08,90.93,86.5,82.08
72.52,72.04,71.57,72.03,72.49,74.84,77.18
83.95,83.64,83.32,82.65,81.98,80.38,78.77
91.09,92.66,94.24,93.78,93.31,91.5,89.69
72.05,60.81,49.57,61.03,72.49,75.63,78.77
73.23,75.14,77.05,77.54,78.03,80.05,82.08
39.41,41.69,43.97,44.27,44.57,46.0,47.42
76.95,75.31,73.67,65.84,58.01,65.19,72.37
54.5,53.31,52.12,50.14,48.17,47.8,47.42
41.26,25.68,10.09,23.56,37.03,50.93,64.83
77.11,77.36,77.62,74.13,70.65,70.43,70.21
55.97,61.51,67.05,68.85,70.65,78.07,85.49
6.05,12.37,18.69,20.36,22.03,24.81,27.59
97.23,97.55,97.87,97.82,97.77,97.7,97.64
4.3,7.11,9.93,12.71,15.5,9.69,3.88
73.0,73.04,73.07,68.1,63.13,65.28,67.44
44.06,44.38,44.7,39.14,33.59,26.78,19.96
48.71,41.32,33.94,37.25,40.56,25.84,11.11
30.25,31.16,32.06,45.04,58.01,47.0,36.0
16.97,17.16,17.35,13.58,9.81,16.79,23.77
19.36,10.9,2.45,2.08,1.72,26.02,50.32
46.13,32.17,18.21,27.62,37.03,57.9,78.77
7.16,11.03,14.9,22.27,29.64,47.24,64.83
39.7,41.06,42.41,39.72,37.03,36.52,36.0
42.66,26.66,10.67,6.0,1.34,7.7,14.07
1.81,6.78,11.75,8.71,5.67,8.39,11.11
45.97,43.28,40.59,29.74,18.88,16.48,14.07
33.62,38.7,43.78,56.21,68.64,56.14,43.63
5.19,8.22,11.24,18.64,26.04,31.02,36.0
7.29,24.36,41.42,21.86,2.29,3.09,3.88
50.97,45.36,39.76,42.16,44.57,49.0,53.44
58.64,55.03,51.42,40.53,29.64,23.22,16.8
44.25,41.05,37.85,39.2,40.56,43.99,47.42
13.15,16.18,19.2,19.04,18.88,19.42,19.96
29.42,34.08,38.75,46.86,54.98,41.28,27.59
25.15,25.98,26.81,33.68,40.56,32.16,23.77
17.16,17.5,17.83,23.74,29.64,24.8,19.96
36.13,48.52,60.9,52.74,44.57,32.26,19.96
29.93,32.46,34.99,39.78,44.57,34.17,23.77
7.61,10.02,12.42,15.65,18.88,12.2,5.51
26.62,30.74,34.86,37.71,40.56,27.32,14.07
12.58,9.93,7.29,9.76,12.23,19.91,27.59
20.85,22.97,25.09,14.7,4.3,3.15,2.01
44.57,34.4,24.23,23.13,22.03,22.9,23.77
35.78,56.74,77.71,77.87,78.03,57.01,36.0
3.92,18.7,33.49,22.86,12.23,19.91,27.59
25.72,43.84,61.95,56.88,51.8,51.06,50.32
56.77,55.14,53.52,49.04,44.57,29.32,14.07
27.98,27.79,27.6,19.92,12.23,8.87,5.51
14.77,20.64,26.52,26.28,26.04,28.94,31.83
1.85,4.6,7.35,7.58,7.8,21.9,36.0
19.87,13.0,6.14,7.98,9.81,9.28,8.75
12.35,12.18,12.0,26.28,40.56,40.4,40.23
2.42,5.03,7.64,13.26,18.88,17.84,16.8
8.25,18.86,29.48,25.76,22.03,19.42,16.8
12.93,13.77,14.61,13.42,12.23,9.57,6.91
9.33,11.46,13.59,11.7,9.81,7.66,5.51
7.32,14.58,21.84,27.72,33.59,22.35,11.11
27.95,38.71,49.47,47.02,44.57,66.12,87.68
5.92,7.86,9.81,7.74,5.67,3.84,2.01
10.12,9.34,8.56,9.18,9.81,13.3,16.8
43.14,40.02,36.9,20.6,4.3,4.09,3.88
31.96,18.88,5.79,21.41,37.03,30.4,23.77
31.87,23.62,15.38,12.6,9.81,16.79,23.77
18.24,13.53,8.82,6.02,3.22,5.07,6.91
14.26,13.57,12.89,12.56,12.23,18.0,23.77
51.45,62.76,74.08,37.04,0.0,31.2,62.41
24.67,22.57,20.47,21.25,22.03,21.0,19.96
57.91,57.61,57.31,52.74,48.17,59.19,70.21
23.11,23.2,23.3,30.17,37.03,40.33,43.63
66.22,58.52,50.81,40.22,29.64,30.74,31.83
26.3,33.13,39.96,53.09,66.22,58.27,50.32
33.94,41.07,48.2,50.0,51.8,54.18,56.56
66.03,67.68,69.34,62.16,54.98,52.65,50.32
46.58,32.73,18.88,15.56,12.23,13.15,14.07
52.4,44.33,36.26,36.65,37.03,45.24,53.44
22.32,19.55,16.78,19.4,22.03,19.42,16.8
40.05,38.22,36.39,38.48,40.56,34.08,27.59
82.49,84.38,86.28,84.88,83.48,83.75,84.02
26.74,24.64,22.54,26.09,29.64,30.74,31.83
29.61,33.85,38.08,37.56,37.03,32.31,27.59
48.26,50.73,53.2,48.88,44.57,42.4,40.23
29.89,28.58,27.28,26.66,26.04,21.42,16.8
13.28,14.98,16.68,17.78,18.88,25.36,31.83
46.23,45.74,45.24,42.9,40.56,30.26,19.96
49.22,45.27,41.32,39.18,37.03,40.33,43.63
18.72,22.51,26.3,31.66,37.03,40.33,43.63
8.5,26.49,44.48,57.56,70.65,72.31,73.97
34.38,36.29,38.2,33.92,29.64,24.8,19.96
67.84,64.36,60.87,56.34,51.8,49.61,47.42
65.62,60.86,56.1,48.33,40.56,45.44,50.32
16.71,17.64,18.56,17.03,15.5,21.54,27.59
58.96,47.7,36.45,42.31,48.17,44.2,40.23
25.21,29.21,33.21,24.36,15.5,12.12,8.75
11.46,22.62,33.78,48.46,63.13,39.97,16.8
50.65,54.46,58.26,60.7,63.13,65.28,67.44
25.88,32.42,38.97,41.77,44.57,46.0,47.42
51.03,46.37,41.71,46.76,51.8,52.62,53.44
46.9,46.15,45.4,42.98,40.56,38.28,36.0
40.31,34.66,29.0,29.32,29.64,28.62,27.59
34.93,32.27,29.61,33.32,37.03,30.4,23.77
45.62,47.22,48.81,46.69,44.57,46.0,47.42
71.19,51.68,32.16,23.83,15.5,13.3,11.11
22.03,21.34,20.66,19.77,18.88,17.84,16.8
15.19,16.59,17.99,20.01,22.03,21.0,19.96
33.01,38.24,43.46,49.22,54.98,55.77,56.56
18.4,19.86,21.33,21.68,22.03,29.02,36.0
47.85,48.47,49.09,43.06,37.03,32.31,27.59
97.99,98.04,98.09,98.15,98.22,98.94,99.65
71.89,72.59,73.29,69.76,66.22,68.22,70.21
63.45,57.58,51.7,49.94,48.17,53.88,59.58
25.18,31.93,38.68,36.14,33.59,34.8,36.0
3.5,3.66,3.82,4.74,5.67,4.78,3.88
45.69,41.87,38.05,37.54,37.03,36.52,36.0
3.18,6.7,10.22,11.22,12.23,11.67,11.11
33.08,20.42,7.77,10.0,12.23,16.1,19.96
13.56,16.63,19.71,24.68,29.64,21.86,14.07
32.03,28.46,24.9,23.46,22.03,24.81,27.59
32.0,37.01,42.02,35.83,29.64,30.74,31.83
21.84,24.06,26.27,33.42,40.56,54.0,67.44
36.1,32.51,28.91,27.48,26.04,23.0,19.96
63.36,46.0,28.65,34.6,40.56,42.1,43.63
47.6,47.78,47.95,44.26,40.56,42.1,43.63
60.33,47.1,33.87,41.02,48.17,50.8,53.44
57.94,48.62,39.29,29.08,18.88,12.9,6.91
43.81,45.18,46.55,47.36,48.17,42.08,36.0
68.74,72.76,76.79,73.72,70.65,73.09,75.53
15.5,23.05,30.6,28.32,26.04,39.74,53.44
37.12,36.07,35.02,41.6,48.17,45.9,43.63
39.19,46.85,54.5,47.53,40.56,45.44,50.32
52.79,47.12,41.45,46.62,51.8,41.82,31.83
75.45,78.33,81.22,76.86,72.49,67.45,62.41
26.23,32.34,38.46,32.25,26.04,16.48,6.91
53.55,48.82,44.09,44.33,44.57,44.1,43.63
28.43,24.26,20.09,23.06,26.04,34.84,43.63
6.91,7.59,8.28,6.98,5.67,6.29,6.91
16.27,16.16,16.05,15.78,15.5,19.63,23.77
26.46,21.18,15.89,15.7,15.5,16.15,16.8
43.52,41.45,39.38,38.2,37.03,28.5,19.96
16.43,15.51,14.58,15.04,15.5,19.63,23.77
19.07,18.42,17.77,15.0,12.23,11.67,11.11
53.71,58.63,63.55,63.34,63.13,39.97,16.8
64.28,60.65,57.02,58.76,60.49,58.53,56.56
79.4,70.32,61.25,68.74,76.22,70.52,64.83
69.79,73.99,78.19,80.84,83.48,70.02,56.56
77.3,78.11,78.92,73.78,68.64,56.14,43.63
24.32,32.34,40.37,49.19,58.01,33.38,8.75
84.18,84.28,84.37,86.32,88.28,85.69,83.1
6.27,6.16,6.05,6.93,7.8,15.78,23.77
31.93,57.05,82.17,55.9,29.64,28.62,27.59
14.33,7.17,0.0,2.84,5.67,16.63,27.59
18.05,21.16,24.26,28.92,33.59,30.59,27.59
63.23,66.47,69.72,67.97,66.22,80.42,94.62
45.24,45.04,44.83,40.93,37.03,45.24,53.44
1.37,1.42,1.46,19.24,37.03,30.4,23.77
27.38,28.13,28.88,22.19,15.5,16.15,16.8
4.52,4.09,3.66,2.97,2.29,1.99,1.69
50.59,34.96,19.33,19.1,18.88,23.24,27.59
65.78,37.89,10.0,7.15,4.3,7.71,11.11
82.23,79.62,77.01,62.59,48.17,45.9,43.63
91.24,88.38,85.51,91.2,96.88,94.36,91.85
72.97,77.94,82.9,77.7,72.49,74.01,75.53
57.62,58.0,58.39,51.48,44.57,63.32,82.08
77.27,47.48,17.7,39.1,60.49,63.96,67.44
7.4556317,7.0645013,6.4959664,6.285609,6.05839,4.481442,2.7970376
8.605612,9.105618,9.638197,9.735867,9.888033,12.409348,14.567775
-10.246365,-9.789347,-9.384846,-10.0441065,-10.63088,-10.747617,-11.008001
-103.46818,-104.19511,-105.04624,-105.360634,-105.707596,-105.5911,-105.88709
-24.710787,-25.185736,-25.94121,-27.1443,-28.293505,-27.672094,-26.944086
95.559616,97.388054,99.005806,99.16633,99.37569,96.27735,93.6285
52.556526,51.900967,51.225025,51.722065,52.28117,55.903915,59.59571
-25.139566,-23.995012,-22.60877,-19.500105,-16.3413,-12.978582,-9.719931
-21.864744,-21.35505,-20.898932,-21.47995,-22.146723,-22.14641,-21.695784
-12.70914,-12.56967,-12.486614,-11.366572,-10.256734,-6.8708434,-3.3269658
20.806204,20.55103,20.30185,20.734945,21.143734,20.156263,19.39528
-53.082897,-53.023697,-52.767693,-50.862637,-48.9875,-49.408314,-49.412308
6.157553,5.1569753,4.2065034,4.5681596,4.98,8.116677,11.279937
-25.03095,-28.277729,-31.659601,-30.209177,-28.724726,-25.69433,-22.908224
-55.4234,-57.315536,-59.24161,-58.726868,-58.21715,-55.29747,-52.443386
-4.3140135,-3.0982234,-1.6400769,-0.349978,0.9482097,1.682183,2.116992
11.718345,12.761891,14.014516,17.307745,20.57493,23.240984,25.55512
89.045715,89.11381,89.07972,88.497185,87.91263,88.29032,88.579575
62.64958,61.324245,59.79499,56.924835,54.03656,51.731075,49.5806
-42.248928,-42.64899,-43.15383,-43.145096,-43.03033,-43.734127,-44.47225
-51.837765,-50.461548,-49.160217,-45.716457,-42.272495,-43.11101,-43.957916
-72.29178,-72.93985,-73.52632,-72.711296,-71.96947,-74.4832,-76.7072
56.19002,56.913895,57.530083,55.1058,52.77356,53.63219,54.422966
-72.63833,-73.72209,-74.790016,-70.648186,-66.55758,-66.064766,-65.79279
2.6168447,1.7428061,0.9808107,1.1359812,1.2834841,-0.046241216,-1.8808473
-36.535793,-34.844982,-33.020702,-31.928307,-30.775618,-31.719727,-32.253593
31.240896,32.51417,33.996914,34.45404,34.922955,35.039505,35.229588
3.5415719,4.9195385,6.247322,5.199071,4.069931,1.7883465,-0.22278666
-46.483097,-48.600685,-51.09232,-54.37608,-57.562286,-58.48267,-59.620056
-54.981815,-56.052937,-57.224976,-56.880222,-56.484356,-56.98597,-57.774693
-21.443434,-22.292187,-23.283438,-24.677279,-26.073738,-27.690311,-29.150606
-26.846317,-29.301222,-31.863155,-30.221087,-28.590502,-26.471853,-24.15631
96.44906,94.77621,93.097534,92.5766,92.03937,91.89798,92.10899
0.5575316,1.2876539,2.233618,5.4567575,8.625156,8.342051,8.29415
13.555326,15.029724,16.250343,18.436165,20.550009,21.42833,22.068367
12.864477,10.743507,8.406432,5.1696057,1.8576181,1.5533369,1.194082
-118.71863,-120.33969,-121.85835,-119.93553,-117.97131,-119.924904,-122.15279
110.6438,112.34853,113.967575,111.4514,108.82715,107.88635,106.6163
15.163611,14.130302,12.995547,13.713637,14.436652,16.471512,18.193974
103.66842,105.43857,107.220856,106.92818,106.737495,105.963844,105.51341
80.407875,81.8019,83.36365,81.508446,79.7193,78.89267,77.71542
-11.91643,-11.270094,-10.421356,-8.917274,-7.4149127,-7.090998,-7.0031447
6.6740007,5.329696,4.128139,2.1535325,0.24235025,0.7884569,1.3438762
-13.079393,-13.561323,-13.759913,-18.231865,-22.742826,-22.859114,-23.024446
-71.614716,-72.11888,-72.75176,-74.29479,-75.89482,-73.3844,-70.666275
-33.05105,-33.556984,-34.107624,-32.599617,-31.20629,-28.910826,-26.915712
24.460646,23.177164,21.60757,19.827822,18.00426,16.632778,14.943575
37.608837,39.727505,41.878933,44.09276,46.209316,46.275043,46.289623
-9.221581,-11.078339,-13.120802,-12.404941,-11.798124,-8.389242,-5.2810435
17.99724,18.401707,18.709276,20.31478,21.828382,20.229893,18.752077
-77.348976,-76.455795,-75.64811,-72.14687,-68.62786,-67.60546,-66.67282
4.918673,3.4594646,2.1578107,1.2576603,0.43940586,-0.9887081,-2.3146186
73.80295,74.56328,75.35104,72.47486,69.71447,67.545074,65.70189
-46.61449,-47.003826,-47.317226,-46.66379,-46.140747,-45.472332,-44.70251
-57.94704,-58.451366,-59.27688,-57.841743,-56.445488,-59.02261,-62.03648
-31.099762,-32.728397,-34.19356,-33.891994,-33.683384,-35.68246,-37.811947
30.966507,30.645641,30.460619,31.40357,32.26447,33.481686,34.5502
21.641039,22.379528,23.299028,23.558226,23.754936,25.142876,26.445213
28.586222,27.506407,26.548822,27.459005,28.343493,31.00051,33.631565
8.194285,9.340743,10.489455,8.796039,7.1372404,8.605018,9.920722
-64.514015,-62.664078,-60.5661,-59.474445,-58.378788,-58.497337,-58.45002
27.319557,26.131702,25.13276,25.539185,25.944748,26.891724,27.750957
48.671326,46.929977,45.257893,44.974915,44.56969,44.52408,44.61567
-3.2503614,-3.4480772,-3.5883806,-3.9398382,-4.2932043,-4.350751,-4.585156
53.89202,55.641983,57.574898,55.547295,53.508404,53.412354,52.982063
-12.15251,-13.416314,-14.914549,-10.917974,-7.064625,-5.764398,-4.016763
23.530228,22.50734,21.64904,22.35257,22.963823,23.238142,23.779947
72.9494,72.76134,72.803246,71.03543,69.21878,67.48086,65.504616
-66.81708,-66.14148,-65.59342,-67.364044,-69.00995,-70.300896,-71.842026
20.043442,21.387226,22.765358,21.375763,20.023075,19.106913,18.218153
-7.607852,-8.290539,-8.582734,-7.3919835,-6.25638,-4.4439745,-3.0107768
36.168854,37.86863,39.885185,37.496933,35.19073,34.044487,33.14718
-8.423871,-8.890964,-9.507619,-9.970764,-10.357522,-8.830522,-7.8211727
-32.71222,-32.901814,-33.0099,-34.074398,-35.1322,-37.632423,-40.28535
24.748337,24.62739,24.575615,27.143211,29.69048,29.308075,28.492237
-74.08206,-73.55492,-73.032295,-71.57132,-70.13274,-71.58428,-72.65126
-91.12422,-91.40237,-91.97263,-90.13468,-88.31683,-86.59453,-84.94795
-16.171734,-16.87514,-17.731827,-17.171322,-16.717724,-16.830324,-16.873291
-14.236659,-13.557972,-12.654737,-14.592913,-16.459888,-17.560097,-18.428942
61.96466,62.122253,62.27631,58.665184,55.145348,53.889442,52.76581
-26.890135,-26.877787,-26.686764,-24.84893,-23.096317,-20.812233,-19.007236
-15.977124,-16.270893,-16.306627,-16.077282,-15.74347,-16.88656,-17.642767
-96.38271,-97.294685,-98.259636,-100.3972,-102.479126,-106.15446,-109.27273
-20.821037,-20.520084,-20.017275,-16.040474,-12.03034,-12.275698,-12.236129
9.696018,7.031854,4.095596,0.033325616,-4.038112,-4.837424,-5.599253
-5.9982786,-5.0294037,-4.3299026,-4.470167,-4.691201,-3.938536,-3.5490143
90.3421,92.106094,93.77643,94.81124,95.81113,94.10319,92.344444
15.407058,19.112799,22.664358,20.886889,19.180063,16.310184,13.3042
-18.92507,-20.184015,-21.702011,-18.691511,-15.694466,-12.303142,-9.278194
47.96995,47.90128,47.688126,49.579327,51.43635,54.119934,56.283108
-46.09083,-48.432323,-50.981804,-50.890373,-50.858974,-51.190193,-51.262703
90.02242,90.83385,91.57483,88.89896,86.18624,84.80442,83.3266
-8.157178,-7.921997,-7.8372707,-9.402963,-11.080068,-12.094046,-12.749449
-86.218124,-88.511185,-91.118965,-87.32634,-83.5174,-81.91084,-80.48818
57.40382,57.95483,58.42928,59.043816,59.56525,61.387665,63.19033
-52.799004,-55.12137,-57.70056,-58.932888,-60.142742,-62.28641,-64.37156
-52.39981,-53.013447,-53.3836,-51.380108,-49.344524,-49.28509,-48.666843
26.780052,28.85742,30.832773,31.03015,31.192661,33.920425,36.64696
-78.73726,-81.82738,-85.07063,-82.50375,-79.95093,-78.360054,-76.88559
59.864887,61.666405,63.556416,61.349335,59.271233,56.384167,53.41824
30.282143,31.505514,32.90073,30.45213,27.99493,26.428188,25.134491
-24.623379,-24.93564,-25.315014,-24.066784,-22.822828,-22.569735,-22.32688
-32.19637,-33.09744,-33.850624,-32.790905,-31.65466,-32.2111,-32.559433
-24.427824,-25.27668,-26.161932,-27.231134,-28.326605,-29.316034,-30.28478
-11.796984,-12.855518,-14.170392,-18.236801,-22.30836,-20.94576,-19.928019
64.16054,65.06435,65.7023,64.153915,62.532825,60.19717,57.896965
38.92984,38.706406,38.376163,37.402977,36.412846,35.678143,35.17941
36.10534,35.36167,34.401756,33.331833,32.376453,33.405975,34.897446
-36.608475,-36.944557,-36.921494,-36.760006,-36.61192,-36.618744,-36.829437
-79.88301,-80.777115,-81.92679,-82.05896,-82.145935,-81.97795,-81.736824
-38.790386,-38.388824,-37.90357,-36.047047,-34.198616,-33.438786,-32.634277
-0.015070114,0.7663763,1.4384376,2.6079805,3.74186,3.2957082,3.042106
-64.5633,-66.644684,-69.02905,-66.8596,-64.63562,-64.29241,-63.820915
-81.0429,-81.55515,-81.80895,-78.06579,-74.37281,-71.7895,-69.10026
-11.171948,-10.032588,-9.161992,-10.734923,-12.318132,-15.840437,-19.529778
42.115185,42.414005,42.968285,42.284374,41.494663,43.62202,45.65544
91.71102,93.76617,95.90096,95.993385,96.04997,93.31133,90.33134
30.578384,30.948565,31.616499,32.233856,32.78712,32.510677,32.525616
-10.272408,-11.836703,-13.570668,-15.317767,-17.027521,-16.702362,-16.647886
47.972397,48.74517,49.35237,47.46599,45.517765,44.343594,42.986008
-2.8886557,-1.4193355,0.20604125,1.1022042,1.9702243,6.1039104,9.777023
74.38419,76.57238,78.635605,81.33371,84.05478,85.96232,87.66982
-65.68144,-65.57799,-65.255035,-64.53866,-63.86961,-64.66283,-65.51538
-99.842064,-99.67101,-99.69867,-98.64017,-97.543015,-98.040855,-98.59347
-6.3810596,-7.4807544,-8.404651,-5.767171,-3.119964,-0.7066195,1.9826348
93.106384,95.113464,97.40976,96.50129,95.5751,94.17314,92.793724
-17.759249,-15.7588415,-14.050916,-10.882234,-7.7466297,-6.263281,-4.952468
-5.66303,-7.8175025,-9.802002,-9.9902525,-10.19406,-10.050557,-9.656332
46.64419,48.033955,49.757656,48.37356,47.001072,44.298435,41.91335
44.15604,46.00698,48.164722,45.87211,43.580685,42.52747,41.30755
-57.561825,-60.19825,-62.919785,-63.718273,-64.520004,-64.61512,-64.87472
-85.860176,-87.292786,-88.915695,-88.70907,-88.468155,-88.16704,-87.87666
-8.048309,-8.01378,-8.205412,-8.914749,-9.549687,-9.015878,-8.522998
22.999441,23.582151,24.34892,27.293621,30.197905,31.18829,32.134567
-68.165306,-69.07031,-70.274796,-73.504135,-76.71777,-78.16972,-79.961586
13.890891,13.053744,12.227113,12.672885,13.115174,12.989277,12.326445
-4.7829313,-5.150938,-5.48483,-6.4054613,-7.2863216,-7.6021585,-7.829192
-89.821884,-90.41809,-91.009384,-92.176575,-93.304634,-93.36453,-93.39745
68.12942,69.06382,70.29414,69.162,68.16151,64.22686,60.648647
-60.720238,-59.446022,-57.86694,-57.67634,-57.476913,-55.833122,-54.051643
-12.529704,-11.508374,-10.521509,-11.20587,-11.9269,-12.109731,-12.1983385
54.195385,56.050945,57.84674,55.807007,53.717674,52.978485,52.184425
-4.0275283,-3.6119976,-2.9324489,-5.1564035,-7.340446,-7.4023614,-7.664287
10.081276,9.084884,8.190418,9.638799,11.089381,11.088635,11.283328
10.197395,11.914949,13.684969,14.666343,15.553568,15.350726,15.117754
-18.250992,-20.272436,-22.315136,-24.689621,-27.178223,-27.403461,-27.707886
3.5228207,3.7084935,3.9851658,2.6204617,1.2151006,0.6283392,-0.22260155
-9.167204,-11.573651,-14.110772,-13.864011,-13.685221,-14.242522,-14.916239
9.129761,9.329467,9.315326,10.133337,10.966157,13.265752,15.251677
-92.9459,-94.661,-96.44534,-92.58144,-88.73218,-89.4734,-90.384636
-46.479023,-46.432255,-46.12341,-43.634457,-41.125263,-40.142876,-39.39625
-73.814026,-73.92109,-74.1769,-72.34963,-70.52323,-70.10142,-69.19885
4.8028812,6.0653915,7.0787926,3.464371,-0.18253306,-0.38350657,-0.62350255
-63.4866,-64.08442,-64.57891,-63.759796,-62.843216,-64.49987,-66.03331
-66.36482,-68.70751,-71.1138,-72.77455,-74.38737,-76.388725,-78.077995
46.50662,46.47044,46.503048,47.36775,48.16318,46.702038,45.45499
12.637149,14.228583,15.940385,17.14222,18.355331,18.672855,18.851585
-9.440281,-12.428461,-15.614536,-16.862703,-18.120691,-18.36907,-18.922712
-60.124798,-63.292324,-66.29359,-68.13532,-69.84649,-69.20031,-68.69956
-19.789787,-20.767143,-21.660574,-21.28742,-20.900368,-22.337711,-23.987093
22.904787,21.444315,19.849285,18.700188,17.537842,16.784658,15.830075
10.956549,8.981209,6.823943,4.4370413,1.9550927,-0.4943483,-2.676894
24.961088,25.68796,26.252117,25.668142,25.116083,26.085142,26.776701
-47.62139,-48.517475,-49.311123,-49.564053,-49.834045,-52.12222,-53.98345
-3.532806,-6.306771,-9.114414,-8.692478,-8.24222,-9.634399,-11.021246
70.989456,72.2484,73.19396,71.234116,69.261375,67.87491,66.18393
60.21491,57.549892,54.93815,52.933834,50.995663,50.913544,50.696526
-27.001207,-26.331041,-25.673136,-26.566015,-27.370626,-27.787985,-28.306181
43.879642,44.25719,44.80366,42.741215,40.70154,38.08142,35.20587
-47.893597,-49.83971,-51.725967,-50.07228,-48.434116,-48.403057,-48.3066
-60.232853,-60.34812,-60.55184,-60.468395,-60.32652,-61.217144,-62.23936
33.89644,35.002197,35.892723,33.808712,31.818954,31.287199,31.073755
8.51513,9.710337,11.18281,14.258609,17.296087,18.00131,18.753035
-13.096494,-13.134889,-13.189416,-15.380842,-17.521988,-19.591852,-21.58075
64.76093,64.90659,65.1379,65.83718,66.592316,66.0109,65.08017
47.93583,49.094387,50.14492,49.48728,48.8403,49.18287,49.548203
19.103539,19.675777,20.427402,19.228523,18.097967,16.79514,15.530679
-24.207918,-24.9782,-25.835865,-24.847517,-23.88124,-24.489904,-25.22804
30.813778,29.752697,28.572912,28.666367,28.764742,29.954742,31.400562
1.2190529,1.211887,1.1891409,2.4154572,3.68298,4.3418555,4.8384213
3.188163,3.3879712,3.504782,5.627091,7.7006946,8.960364,10.540202
9.879769,9.257595,8.938694,7.5923953,6.307565,8.549983,10.592284
